Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20200119TXNOF,https://www.star-telegram.com/news/local/crime/article239450188.html https://www.wfaa.com/article/news/local/1-person-shot-at-parking-lot-of-school-campus-in-fort-worth-police-say/287-1bc57cb9-271c-4a57-bbfc-6fb21b9c4009,,,4,2020-01-19,Winter,North Crowley Ninth Grade Campus,Fort Worth,TX,High,Parking Lot,Outside on School Property,No,Sport Event,7:00 PM,"Targeted shooting of adult male in school parking lot, child was also struck",Adult male confronted person who was damaging vehicles in the parking lot. Shooters fired at the adult victim and also struck a child. Police believe there were two shooters because 2 types of shell casings were found and the shooters may have been waiting for the victim. The school was being rented out for a basketball game. Armed security is provided for all school events but not 3rd party rentals. Armed security will be present at all future events. Shooter fled the scene.,Escalation of Dispute,Both,Yes,No,No,No,No,No,No,No,,No
20200117SCCAS,https://www.live5news.com/2020/01/17/cane-bay-hs-lockdown-campus-safe-after-students-experiences-medical-emergency/ https://abcnews4.com/news/local/cane-bay-high-school-on-lockdown-for-student-medical-emergency,,,3,2020-01-17,Winter,Cane Bay High School,Summerville,SC,High,Parking Lot,Outside on School Property,Yes,Morning Classes,11:00 AM,"16YOM found dead in vehicle in school parking lot, school locked down",16YOM student found dead in vehicle in school parking lot. School was locked down and police reported that there was not an active shooter while they were conducting an investigation in the parking lot. Shooting has not yet been confirmed by law enforcement or school officials.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,No
20200117MITHH,https://www.whmi.com/news/article/three-fires-elementary-school-shooting https://www.fox2detroit.com/news/man-accidentally-shoots-himself-outside-brighton-area-elementary-school https://www.wxyz.com/news/parent-charged-after-gun-goes-off-at-howell-elementary-school https://www.livingstondaily.com/story/news/local/2020/03/09/man-whose-gun-went-off-howell-school-parking-lot-pleads-guilty/5002939002/ https://www.livingstondaily.com/story/news/local/2020/07/14/man-who-accidentally-shot-himself-near-howell-school-sentenced/5430842002/,,,5,2020-01-17,Winter,Three Fires Elementary School,Howell,MI,Elementary,Parking Lot,Outside on School Property,Yes,Dismissal,3:15 PM,Parent shot self while adjusting gun in vehicle while waiting to pick up child,Parent was waiting in vehicle in the school parking lot for child. Adjusted gun and shot himself in the leg. School went on lockdown. Transported in critical condition. Victim did not have a weapons permit and may face charges.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No
20200114TXPOM,https://www.wfaa.com/article/news/crime/two-teens-accused-of-firing-shots-after-poteet-high-school-basketball-game-mesquite-police-say/287-be694dc8-7c03-4c2f-a3be-7dc19e956cfb https://www.dallasnews.com/news/2020/01/17/two-arrests-made-after-gunshots-were-fired-near-poteet-high-school-mesquite-police-say/,,,4,2020-01-14,Winter,Poteet High School,Mesquite,TX,High,Parking Lot,Outside on School Property,No,Sport Event,8:20 PM,Two non-student teens fired shots in the school parking lot following an altercation at a basketball game,Two 17YOM non-students fired shots at a group in the school parking lot following an altercation at the basketball game. School resources officers assigned to the game heard the shots. Suspects fled and were later arrested. No injuries.,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,No,No,,No
20200114TXBEH,https://www.khou.com/article/news/crime/bellaire-high-school-shooting-suspect-charged-with-manslaughter/285-594a3ef4-4280-45f2-b548-dafe640e5ee6 https://kfdm.com/news/local/teen-charged-with-manslaughter-in-shooting-death-of-bellaire-high-school-student https://www.khou.com/article/news/verify/verify-why-was-bellaire-high-school-shooting-suspect-not-charged-with-murder/285-a18a16a6-e585-4fba-adfc-d32a52ddf65c https://hosted.ap.org/citizensvoice/article/86d113f968f22a4b34c4ee7288d11920/minor-charged-manslaughter-texas-school-shooting https://abc13.com/bellaire-hs-shooting-suspect-charged-with-manslaughter/5850016/,,,4,2020-01-14,Winter,Bellaire High School,Houston,TX,High,Classroom,Inside School Building,Yes,Dismissal,4:00 PM,16YOM student shot 19YON student inside the school and then fled,"16YOM student shot 19YOM student in the chest inside the school then fled the area. 4 students were inside a room when the shooting occurred. The school was locked down. 3.5 hours later, the shooter and another student were found by police behind a dumpster in a shopping center parking lot. Students reported that both the shooter and victim were friends and members of the ROTC program. District Attorney stated the shooting was not intentional. Other students saw the shooter with the gun prior to the shooting but did not report it to school officials.",Accidental,Neither,Yes,No,No,No,No,No,No,No,1,No
20200111TXELD,https://www.nbcdfw.com/news/local/juvenile-shot-inside-gym-at-basketball-game/2290801/ https://abcnews.go.com/US/police-officer-spectator-shot-high-school-basketball-game/story?id=68228376 https://www.fox10phoenix.com/news/15-year-old-arrested-for-shooting-at-dallas-isd-high-school-basketball-game https://www.wfaa.com/article/news/local/dallas-isd-address-shooting-high-school-basketball-game/287-716163e1-eb61-495e-b832-e7df599168a1 https://abcnews.go.com/US/teen-facing-murder-charge-victim-shot-dallas-high/story?id=68385916,,,4,2020-01-11,Winter,Ellis Davis Field House,Dallas,TX,High,Gym,Inside School Building,No,Sport Event,9:10 PM,18YOM and officer shot during fight at basketball game,18YOM former student and ISD police officer were shot during a fight at a high school basketball game. The shooter fled the scene with 2 other persons of interest. Players and fans took cover in the stands and some evacuated the area. The basketball game was part of a ribbon-cutting ceremony for the new facility. 15 YOM shooter turned himself in to police the following day.,Escalation of Dispute,Both,Yes,No,No,No,No,No,No,No,,No
20200110MSMCJ,https://www.wapt.com/article/australia-turns-from-defense-to-offense-in-wildfire-battle/30485441,,,4,2020-01-10,Winter,McWillie Elementary School,Jackson,MS,Middle,School Bus,School Bus,Yes,School Start,7:00 AM,Student struck by BB and bus window shattered,13YOM student fired BB at student waiting to get on bus and the school bus window shattering it. 7 students on the bus were evaluated for injuries and then taken to school on a different bus. 13YOM was arrested. ,Unknown,,No,No,No,No,No,No,No,No,,No
20200108FLGLB,https://www.wptv.com/news/region-the-glades/belle-glade/lockdown-lifted-at-glades-central-high-school-following-shooting,,,3,2020-01-08,Winter,Glades Central Community High School,Belle Glade,FL,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,1:00 PM,Unidentified person shot themselves in the leg in the school parking lot,Unidentified person accidentally shot themselves in the leg in the school parking lot. Victim was transported to a trauma center. School was locked down for 2 hours and dismissal was delayed.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No
20200107WASOK,https://keprtv.com/news/local/police-bb-gun-bandit-shoots-out-windows-at-southridge-high-surrounding-homes https://www.tri-cityherald.com/news/local/crime/article239045748.html,,,4,2020-01-07,Winter,Southridge High School,Kennewick,WA,High,Beside Building,Outside on School Property,No,Night,,Two 16YOM shot more than 60 windows at homes and the high school,Two 16YOM arrested for shooting more than 60 windows with BB guns at their high school and homes in the neighborhood.,Intentional Property Damage,Neither,Yes,No,No,No,No,No,No,No,,No
20191228MOMAS,https://fox2now.com/2019/12/29/isp-investigators-working-east-st-louis-homicide-after-body-found-in-school-parking-lot/ https://www.ksdk.com/article/news/crime/mason-clark-middle-school-murder-victim-identified/63-0aba3c42-cfa1-4b52-81c0-b185b4ebc4e1 https://www.ksdk.com/article/news/local/homicide-victim-found-east-st-louis-middle-school/63-347bde5f-128c-4da9-8eac-f27a82434cef https://www.bnd.com/news/local/crime/article238808808.html https://www.ksdk.com/article/news/crime/charges-shooting-east-st-louis-middle-school/63-9ef1c415-0bdb-417c-807c-57bfa3806844,,,4,2019-12-28,Winter,Mason-Clark Middle School,St. Louis,MO,Middle,Parking Lot,Outside on School Property,No,Evening,8:00 PM,13YOM shot in the street and found dead in school parking lot the next morning,Body of 13YOM found the morning after the shooting in the parking lot of the school. Bookbag found in a ditch nearby. Police reported the shooting took place in the street by the school at 8pm and the victim's body was found in the school parking lot at 8am the next morning. 17YOM arrested and charged with 1st degree murder. Police reported the victim was targeted.,Unknown,Victims Targeted,,No,No,No,No,No,,No,,No
20191221LAWES,https://www.fox8live.com/2019/12/24/injured-during-private-party-west-st-john-elementary-suspect-arrested/ https://www.wdsu.com/article/watch-new-video-shows-two-people-fire-shots-at-party-held-at-west-st-john-elementary/30347330,,,4,2019-12-21,Winter,West St. John Elementary School,St. John the Baptist Parish,LA,Elementary,Parking Lot,Outside on School Property,No,Night,11:30 PM,4 people shot outside of school after party (rented school for event),"School was rented for private party. Following an argument, 4 people were shot in the school parking lot. 2 suspects fled and a 34YOM was later arrested. 5 vehicles in the parking lot were stuck by bullets. No students in the school during the event.",Escalation of Dispute,,Yes,No,No,No,No,No,No,No,,No
20191219FLLEN,https://www.winknews.com/2019/12/19/collier-county-deputies-conducting-investigation-at-lely-high-school/ https://www.nbc-2.com/story/41479254/adult-education-student-involved-in-shooting-at-lely-high-school https://www.nbc-2.com/story/41832291/man-gets-life-in-prison-for-murder-of-woman-at-lely-high-school,,,5,2019-12-19,Winter,Lely High School,Naples,FL,High,Parking Lot,Outside on School Property,No,Evening,8:29 PM,Adult male shot adult female night school students in parking lot,Female adult night school student was shot and killed in school parking lot. 50YOM fled the scene and was later arrested. Targeted shooting. Domestic violence. Principle made statement about the shooting and school opened on schedule the following day.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,,No
20191216CTCAN,https://whdh.com/news/police-man-shot-outside-school-bullet-hits-classroom-in-connecticut/ https://www.wral.com/police-man-shot-outside-school-bullet-hits-classroom/18836915/ https://www.newhavenindependent.org/index.php/archives/entry/lockdown_shooting/,,,4,2019-12-16,Winter,Catholic Academy of New Haven,New Haven,CT,K-8,Beside Building,Outside on School Property,Yes,School Start,9:00 AM,"Adult dropping child off shot in targeted shooting, 7 bullets hit school building",Adult caregiver was shot multiple times while dropping child off at school. 10 shots fired. 7 hit school building and 1 entered occupied classroom with students inside. Caregiver had been recently released from prison and had gang affiliation. Unknown shooter fled the area. School placed on lockdown and additional police patrol assigned.,Drive-by Shooting,Victims Targeted,No,No,No,No,No,No,Yes,No,10,No
20191213VAMAN,https://www.wavy.com/news/local-news/norfolk/maury-high-student-taken-to-hospital-after-minor-explosion-reportedly-lit-ammunition-on-fire/ https://www.wavy.com/news/breaking-news/police-two-juveniles-charged-in-connection-to-maury-high-school-shooting/,,,4,2019-12-13,Winter,Maury High School,Norfolk,VA,High,Classroom,Inside School Building,Yes,Afternoon Classes,12:15 PM,Student shot self in hand in classroom,"17YOM student shot self in hand while playing with handgun during class. Second student took possession of the handgun after the shooting and was later arrested. School was locked down for 3 hours, searched, and then dismissed. Injured student was taken to the hospital. Charges pending.",Accidental,Neither,Yes,No,No,No,No,No,No,No,1,No
20191211KSCHT,https://www.ksnt.com/news/local-news/topeka-school-bus-shot-with-bb-gun-students-not-hurt/ https://www.wibw.com/content/news/School-bus-with-students-on-board-hit-by-BB-shot-566096591.html,,,3,2019-12-11,Winter,Chase Middle School,Topeka,KS,Middle,School Bus,School Bus,Yes,Dismissal,3:15 PM,Bus shot with multiple BBs with students onboard,School bus with 33 students onboard was shot multiple times with BBs. Bus drive drove to the police station for assistance. No injuries. Unnamed suspect arrested.,Unknown,,No,No,No,No,No,No,No,No,<10,No
