name,club,position,height_cm,foot,age,rating,position_second,height_inches
Kevin Kampl,RB Leipzig,DM,178,Right,32,90,"M,AM(C)",70.08
Adama Traoré,Wolverhampton Wanderers,M,178,Right,26,90,"AM(RL),F(RLC)",70.08
Julian Weigl,SL Benfica,DM,186,Right,27,90,M(C),73.23
Melo Arthur,Juventus,DM,172,Right,26,90,M(C),67.72
Iago Aspas,Celta Vigo,AM(RL),176,Left,35,90,F(RLC),69.29
Giorgian de Arrascaeta,Flamengo,AM(RLC),172,Right,28,90,F(RL),67.72
Scott Mctominay,Manchester United,D,193,Right,25,90,"DM,M(C)",75.98
César Azpilicueta,Chelsea,D(RLC),178,Right,33,90,DM(RL),70.08
Cody Gakpo,PSV,AM,189,Right,23,90,F(RLC),74.41
Arnaut Danjuma,Villarreal CF,AM(RL),178,Right,25,90,F(RLC),70.08
Danilo Pereira,Paris Saint-Germain,D,188,Right,31,90,"DM,M(C)",74.02
Youssef En Nesyri,Sevilla,AM(RL),188,Left,25,90,F(RLC),74.02
Florian Wirtz,Bayer Leverkusen,M(C),175,Right,19,90,AM(RLC),68.9
Jesús Corona,Sevilla,D,173,Right,29,90,"DM,M(R),AM(RL)",68.11
Andrej Kramarić,TSG 1899 Hoffenheim,AM,180,Both,31,90,F(LC),70.87
Florian Neuhaus,Borussia Mönchengladbach,DM,182,Right,25,90,"M,AM(C)",71.65
Stanislav Lobotka,SSC Napoli,DM,170,Both,27,89,M(C),66.93
Nicolas Pépé,Arsenal,AM(RL),183,Left,27,89,F(RLC),72.05
Filipe Malcom,Zenit Saint Petersburg,AM(RLC),171,Left,25,89,F(RL),67.32
Leandro Trossard,Brighton and Hove Albion,M(RL),171,Right,27,89,"AM,F(RLC)",67.32
Juan Bernat,Paris Saint-Germain,D,170,Left,29,89,"DM,M(L)",66.93
Lukasz Fabiański,West Ham United,Gk,190,Right,37,89,,74.8
Aleksandr Golovin,AS Monaco,M(C),180,Right,26,89,AM(RLC),70.87
Eljif Elmas,SSC Napoli,M(C),182,Right,23,89,AM(RLC),71.65
Giacomo Raspadori,US Sassuolo,AM,172,Both,22,89,F(LC),67.72
Federico Bernardeschi,Toronto FC,M(RL),183,Left,28,89,"AM,F(RLC)",72.05
Bryan Cristante,AS Roma,DM,186,Right,27,89,M(C),73.23
Nick Pope,Newcastle United,Gk,190,Right,30,89,,74.8
Daichi Kamada,Eintracht Frankfurt,M(C),180,Right,26,89,"AM,F(LC)",70.87
Maxi Gómez,Trabzonspor,F(C),186,Right,26,89,,73.23
Rafa Mir,Sevilla,AM(RL),186,Right,25,89,F(RLC),73.23
Steven Bergwijn,Ajax,AM(RL),175,Right,25,89,F(RLC),68.9
Mandava Reinildo,Atlético Madrid,D(LC),180,Left,28,89,"DM,M(L)",70.87
Gerónimo Rulli,Villarreal CF,Gk,189,Right,30,89,,74.41
Harvey Barnes,Leicester City,M(RL),174,Right,24,89,AM(RLC),68.5
Dakonam Djené,Getafe CF,D(RC),187,Right,30,89,,73.62
Julian Draxler,Paris Saint-Germain,M(C),187,Both,29,89,AM(RLC),73.62
Moussa Marega,Al Hilal SC,AM(R),186,Right,31,89,F(RC),73.23
Luiz Felipe,Real Betis,D(C),186,Right,25,89,,73.23
Michael Keane,Everton,D(C),186,Right,29,89,,73.23
Aïssa Mandi,Villarreal CF,D(RC),186,Right,31,89,,73.23
Nuno Mendes,Paris Saint-Germain,D,183,Left,20,89,"DM,M(L)",72.05
Everton Cebolinha,Flamengo,M,174,Right,26,89,AM(RL),68.5
Krzysztof Piatek,Hertha BSC,F(C),183,Right,27,89,,72.05
Jonathan Ikoné,ACF Fiorentina,AM(RLC),175,Left,24,89,F(RL),68.9
Niklas Stark,Werder Bremen,D,189,Right,27,89,DM(C),74.41
Kevin Trapp,Eintracht Frankfurt,Gk,189,Right,32,89,,74.41
Jan Bednarek,Southampton,D(C),189,Right,26,89,,74.41
Ricardo Pereira,Leicester City,D,175,Right,29,89,"DM,M(RL)",68.9
Rafael Borré,Eintracht Frankfurt,F(C),175,Right,27,89,,68.9
Douglas Luiz,Aston Villa,DM,175,Right,24,89,M(C),68.9
Nathan Aké,Manchester City,D(LC),180,Left,27,89,,70.87
Toby Alderweireld,Royal Antwerp,D(C),187,Right,33,89,,73.62
Gaetano Castrovilli,ACF Fiorentina,M,180,Right,25,89,AM(C),70.87
Étienne Capoue,Villarreal CF,DM,189,Right,34,89,M(C),74.41
Gonzalo Montiel,Sevilla,D(RC),175,Right,25,89,"DM,M(R)",68.9
Mauro Arambarri,Getafe CF,DM,175,Right,27,89,"M,AM(C)",68.9
Philipp Lienhart,SC Freiburg,D(C),189,Right,26,89,,74.41
Jonny Otto,Wolverhampton Wanderers,D,175,Both,28,89,"DM,M(RL)",68.9
Nahitan Nández,Cagliari,D(R),172,Right,26,89,"DM,M(RC)",67.72
Thomas Delaney,Sevilla,DM,182,Left,31,89,M(C),71.65
Rui Silva,Real Betis,Gk,189,Left,28,89,,74.41
Alexis Saelemaekers,AC Milan,M,180,Right,23,89,AM(RL),70.87
Mateus Uribe,FC Porto,DM,182,Right,31,89,M(C),71.65
Xherdan Shaqiri,Chicago Fire,AM(RLC),169,Left,31,89,F(RL),66.54
Florian Grillitsch,Ajax,D,187,Right,27,89,"DM,M(C)",73.62
Valentin Rongier,Olympique Marseille,D(R),172,Right,27,89,"DM,M,AM(RC)",67.72
Alex Oxlade-Chamberlain,Liverpool,M,175,Both,29,89,AM(RLC),68.9
Max Kruse,VfL Wolfsburg,AM,180,Left,34,89,F(C),70.87
Loureiro Allan,Al Wahda,DM,175,Right,31,89,M(C),68.9
Pau López,Olympique Marseille,Gk,189,Right,27,89,,74.41
Steven Berghuis,Ajax,M(C),180,Left,30,89,"AM,F(RC)",70.87
Callum Wilson,Newcastle United,F(C),180,Right,30,89,,70.87
Moi Gómez,CA Osasuna,M(C),174,Right,28,89,AM(RLC),68.5
Aaron Ramsey,OGC Nice,M(C),182,Both,31,89,AM(RLC),71.65
Ander Herrera,Paris Saint-Germain,DM,182,Right,33,89,"M,AM(C)",71.65
Donyell Malen,Borussia Dortmund,AM(RL),179,Right,23,89,F(RLC),70.47
Nahuel Molina,Atlético Madrid,D,175,Right,24,89,"DM,M(R)",68.9
Amine Gouiri,Stade Rennais,AM(L),180,Right,22,89,F(LC),70.87
Nicolás González,ACF Fiorentina,AM(RL),180,Left,24,89,F(RLC),70.87
Maxence Caqueret,Olympique Lyonnais,DM,174,Right,22,89,M(C),68.5
Yéremy Pino,Villarreal CF,AM,172,Right,20,89,F(RL),67.72
Érik Lamela,Sevilla,AM,182,Left,30,89,F(RLC),71.65
Thilo Kehrer,West Ham United,D(RC),186,Right,26,89,,73.23
Rafa Silva,SL Benfica,M(RL),170,Both,29,89,AM(RLC),66.93
Nicoló Zaniolo,AS Roma,AM,190,Left,23,89,F(RC),74.8
João Palhinha,Fulham,DM,190,Right,27,89,M(C),74.8
Lars Stindl,Borussia Mönchengladbach,AM,180,Right,34,89,F(C),70.87
Zeki Celik,AS Roma,D,180,Right,25,89,"DM,M(R)",70.87
Raúl de Tomás,Rayo Vallecano,F(C),180,Right,28,89,,70.87
Amadou Haidara,RB Leipzig,DM,175,Right,24,89,"AM(C),M(RLC)",68.9
Chancel Mbemba,Olympique Marseille,D(RC),182,Right,28,89,,71.65
Nikola Vlašić,West Ham United,AM(RLC),180,Right,25,89,,70.87
Leonel Claudinho,Zenit Saint Petersburg,M(C),172,Right,25,89,AM(RLC),67.72
Lucas Moura,Tottenham Hotspur,AM,172,Right,30,89,F(RLC),67.72
Ollie Watkins,Aston Villa,AM(RL),180,Right,26,89,F(RLC),70.87
Pervis Estupiñán,Brighton and Hove Albion,D,175,Left,24,89,"DM,M(L)",68.9
Ramy Bensebaini,Borussia Mönchengladbach,D(LC),186,Left,27,89,"DM,M(L)",73.23
Lovro Majer,Stade Rennais,M(C),179,Left,24,89,AM(RLC),70.47
Nemanja Maksimović,Getafe CF,DM,189,Right,27,89,M(C),74.41
Thiago Mendes,Olympique Lyonnais,D,176,Right,30,89,"DM,M(C)",69.29
João Pedro,Fenerbahçe SK,AM,184,Right,30,89,F(C),72.44
Abdou Diallo,Paris Saint-Germain,D(LC),187,Left,26,89,,73.62
William Saliba,Arsenal,D(C),193,Right,21,89,,75.98
Sergi Roberto,Barcelona,D(R),178,Right,30,89,"DM,M(RC)",70.08
Benjamin Bourigeaud,Stade Rennais,M,178,Right,28,89,AM(RLC),70.08
Nadiem Amiri,Bayer Leverkusen,M(C),178,Right,26,89,AM(RLC),70.08
Pablo Fornals,West Ham United,M(C),178,Right,26,89,AM(RLC),70.08
Marko Arnautovic,Bologna FC,F(C),193,Both,33,89,,75.98
Christoph Baumgartner,TSG 1899 Hoffenheim,M(C),178,Right,23,89,AM(RLC),70.08
Danny Ings,Aston Villa,AM,178,Right,30,89,F(C),70.08
Aritz Elustondo,Real Sociedad,D(RC),183,Right,28,89,,72.05
Gelson Martins,AS Monaco,AM,173,Right,27,89,F(RL),68.11
Marcel Halstenberg,RB Leipzig,D(LC),188,Left,31,89,DM(L),74.02
Raúl García,Athletic Club,AM,184,Right,36,89,F(RC),72.44
Jason Denayer,Shabab Al Ahli Dubai,D(C),184,Right,27,89,,72.44
Breel Embolo,AS Monaco,AM,184,Right,25,89,F(RLC),72.44
Allan Saint-Maximin,Newcastle United,AM,173,Right,25,89,F(RLC),68.11
Alessio Cragno,Cagliari,Gk,184,Right,28,89,,72.44
Pablo Gavi,Barcelona,M(C),173,Right,18,89,AM(RLC),68.11
Manzanera Portu,Real Sociedad,AM(RLC),178,Right,30,89,F(RL),70.08
Manu Trigueros,Villarreal CF,M(C),178,Right,31,89,AM(RLC),70.08
Juan Foyth,Villarreal CF,D(RC),187,Right,24,89,DM(C),73.62
Leander Dendoncker,Aston Villa,D,188,Right,27,89,"DM,M(C)",74.02
Yerry Mina,Everton,D(C),193,Right,28,89,,75.98
Seko Fofana,RC Lens,DM,184,Both,27,89,"M,AM(C)",72.44
Marc Bartra,Trabzonspor,D(RC),184,Right,31,89,,72.44
Héctor Bellerín,Barcelona,D,178,Right,27,89,"DM,M(R)",70.08
Evan Ndicka,Eintracht Frankfurt,D(LC),192,Left,23,89,,75.59
Brahim Díaz,Real Madrid,AM(RLC),170,Both,23,89,F(RL),66.93
Merih Demiral,Atalanta BC,D(C),192,Right,24,89,,75.59
Manuel Lazzari,SS Lazio,D,178,Right,28,89,"DM,M(R)",70.08
Léo Dubois,Galatasaray SK,D(RLC),178,Right,28,89,"DM,M(RL)",70.08
Karl Toko Ekambi,Olympique Lyonnais,AM(RL),185,Right,30,89,F(RLC),72.83
Wilmar Barrios,Zenit Saint Petersburg,D,178,Right,29,89,"DM,M(C)",70.08
Amir Rrahmani,SSC Napoli,D(C),192,Both,28,89,,75.59
Ismaïla Sarr,Watford,AM(RL),185,Right,24,89,F(RLC),72.83
Jérôme Boateng,Olympique Lyonnais,D(C),192,Both,34,89,,75.59
Duje Ćaleta-Car,Southampton,D(C),192,Right,26,89,,75.59
John Mcginn,Aston Villa,DM,178,Left,28,89,"M,AM(C)",70.08
Lucas Alario,Eintracht Frankfurt,F(C),184,Right,30,89,,72.44
Mehdi Taremi,FC Porto,AM,187,Right,30,89,F(C),73.62
Thomas Strakosha,Brentford,Gk,192,Right,27,89,,75.59
Santos Gerson,Olympique Marseille,M(C),184,Left,25,89,AM(RLC),72.44
José Sá,Wolverhampton Wanderers,Gk,192,Right,29,89,,75.59
Rodrigues Dudu,Palmeiras,AM(RLC),167,Right,30,89,F(RL),65.75
Xaver Schlager,RB Leipzig,DM,184,Left,25,89,"M,AM(C)",72.44
Óliver Torres,Sevilla,M,178,Right,28,89,AM(LC),70.08
Sven Botman,Newcastle United,D(C),195,Left,22,89,,76.77
Cristiano Biraghi,ACF Fiorentina,D,176,Left,30,89,"DM,M(L)",69.29
Dejan Lovren,Zenit Saint Petersburg,D(C),188,Right,33,89,,74.02
Sebastián Coates,Sporting CP,D(C),196,Right,32,89,,77.17
Giovanni Simeone,Hellas Verona,F(C),181,Both,27,89,,71.26
Tyrone Mings,Aston Villa,D(C),196,Left,29,89,,77.17
Noussair Mazraoui,Bayern München,D,183,Right,25,89,"DM,M(R)",72.05
Gianluca Scamacca,West Ham United,F(C),196,Right,23,89,,77.17
Martín Zubimendi,Real Sociedad,DM,181,Right,23,89,M(C),71.26
Lucas Torreira,Galatasaray SK,DM,165,Right,26,89,M(C),64.96
Benjamin André,Lille OSC,DM,177,Right,32,89,M(C),69.69
Borja Iglesias,Real Betis,F(C),187,Right,29,89,,73.62
Ben Davies,Tottenham Hotspur,D(LC),181,Left,29,89,DM(L),71.26
Koen Casteels,VfL Wolfsburg,Gk,197,Left,30,89,,77.56
Vincenzo Grifo,SC Freiburg,AM(RLC),181,Right,29,89,F(RL),71.26
Wout Weghorst,Burnley,F(C),197,Right,30,89,,77.56
Sérgio Oliveira,Galatasaray SK,DM,181,Right,30,89,"M,AM(C)",71.26
Anderson Talisca,Al Nassr,AM,188,Left,28,89,F(RC),74.02
Gerard Deulofeu,Udinese Calcio,AM,177,Right,28,89,F(LC),69.69
Santi Mina,Celta Vigo,AM(RL),177,Right,26,89,F(RLC),69.69
Aaron Ramsdale,Arsenal,Gk,188,Right,24,89,,74.02
Pierluigi Gollini,Atalanta BC,Gk,188,Right,27,89,,74.02
Lucas Vázquez,Real Madrid,D,173,Right,31,89,"DM,M,AM(R)",68.11
Emerson Royal,Tottenham Hotspur,D,183,Right,23,89,"DM,M(R)",72.05
Leon Bailey,Aston Villa,AM,178,Left,25,89,F(RL),70.08
Patrick Bamford,Leeds United,F(C),185,Left,29,89,,72.83
Viktor Tsyhankov,Dynamo Kyiv,AM,178,Left,25,89,F(RL),70.08
Ridle Baku,VfL Wolfsburg,D,178,Right,24,89,"DM,M,AM(R)",70.08
Djibril Sow,Eintracht Frankfurt,DM,184,Right,25,89,M(C),72.44
Gregor Kobel,Borussia Dortmund,Gk,193,Right,24,89,,75.98
Alessandro Florenzi,AC Milan,D,173,Right,31,89,"DM,M,AM(R)",68.11
Guilherme Pedro,Flamengo,F(C),185,Right,25,89,,72.83
Marcos Alonso,Barcelona,D(LC),188,Left,31,89,"DM,M(L)",74.02
Dele Alli,Everton,M(C),187,Right,26,89,AM(RLC),73.62
Jonny Evans,Leicester City,D(C),188,Right,34,89,,74.02
Artem Dzyuba,Adana Demirspor,F(C),194,Right,34,89,,76.38
Takehiro Tomiyasu,Arsenal,D(RLC),188,Both,24,89,,74.02
Denís Suárez,Celta Vigo,M(C),181,Right,28,89,AM(RLC),71.26
Stefan Lainer,Borussia Mönchengladbach,D,176,Right,30,89,"DM,M(R)",69.29
José Luis Palomino,Atalanta BC,D(LC),188,Left,32,89,,74.02
Guilherme Arana,Atlético Mineiro,D,176,Left,25,89,"DM,M(L)",69.29
Álex Moreno,Real Betis,D,177,Left,29,89,"DM,M,AM(L)",69.69
Nemanja Matić,AS Roma,DM,195,Left,34,89,M(C),76.77
Rodrigo Moreno,Leeds United,AM,181,Left,31,89,F(RLC),71.26
David Soria,Getafe CF,Gk,192,Left,29,89,,75.59
Diego Llorente,Leeds United,D(C),185,Right,29,89,,72.83
Alarcón Isco,Sevilla,M(C),176,Right,30,89,AM(RLC),69.29
Dani Ceballos,Real Madrid,M,176,Right,26,89,AM(C),69.29
Christian Günter,SC Freiburg,D,184,Left,29,89,"DM,M(L)",72.44
Nacho Fernández,Real Madrid,D(RLC),179,Right,32,89,,70.47
Mário Rui,SSC Napoli,D,168,Left,31,89,"DM,M(L)",66.14
Giorgio Chiellini,Los Angeles FC,D(C),187,Left,38,89,,73.62
Gustavo Gómez,Palmeiras,D(C),185,Right,29,89,,72.83
Mattéo Guendouzi,Olympique Marseille,DM,185,Right,23,89,"M,AM(C)",72.83
Iker Muniain,Athletic Club,AM(RLC),169,Right,29,89,F(RL),66.54
Matheus Cunha,Atlético Madrid,AM,184,Right,23,89,F(RLC),72.44
Vladimír Coufal,West Ham United,D,179,Right,30,89,"DM,M(R)",70.47
Emboaba Oscar,Shanghai Port,M(C),179,Right,31,89,AM(RLC),70.47
James Milner,Liverpool,D(RL),176,Right,36,89,"DM,M(RLC)",69.29
Enis Bardhi,Trabzonspor,M,169,Right,27,89,AM(LC),66.54
Jurriën Timber,Ajax,D(RC),179,Right,21,89,DM(R),70.47
Samuel Chukwueze,Villarreal CF,AM,172,Left,23,89,F(RL),67.72
Cengiz Ünder,Olympique Marseille,AM(RLC),173,Left,25,89,F(RL),68.11
Sardar Azmoun,Bayer Leverkusen,F(C),186,Both,27,89,,73.23
Alex Meret,SSC Napoli,Gk,191,Left,25,89,,75.2
Fernández Suso,Sevilla,AM(RLC),176,Left,28,89,F(RL),69.29
Elseid Hysaj,SS Lazio,D,182,Right,28,89,DM(RL),71.65
Juan Musso,Atalanta BC,Gk,191,Right,28,89,,75.2
Igor Zubeldia,Real Sociedad,D,185,Right,25,89,"DM,M(C)",72.83
Dean Henderson,Manchester United,Gk,191,Right,25,89,,75.2
Alphonse Aréola,West Ham United,Gk,191,Right,29,89,,75.2
Monteiro Felipe,Atlético Madrid,D(C),191,Right,33,89,,75.2
Álex Remiro,Real Sociedad,Gk,191,Right,27,89,,75.2
Matteo Pessina,Atalanta BC,DM,183,Left,25,89,"M(C),AM(RC)",72.05
Yeray Álvarez,Athletic Club,D(C),183,Right,27,89,,72.05
Maximilian Arnold,VfL Wolfsburg,DM,183,Left,28,89,M(C),72.05
Rodríguez Pedro,SS Lazio,AM,169,Both,35,89,F(RLC),66.54
Weston Mckennie,Juventus,DM(C),185,Right,24,89,"M,AM(RLC)",72.83
Nico Schlotterbeck,Borussia Dortmund,D(LC),191,Left,22,89,DM(C),75.2
Willian José,Real Betis,F(C),186,Right,30,89,,73.23
Marc Roca,Leeds United,DM,184,Left,25,89,M(C),72.44
Jonathan Clauss,Olympique Marseille,D,185,Right,30,89,"DM,M,AM(R)",72.83
Mahmoud Dahoud,Borussia Dortmund,DM,176,Both,26,89,M(C),69.29
Florian Thauvin,Tigres UANL,AM(RLC),179,Left,29,89,F(RL),70.47
Matty Cash,Aston Villa,D,185,Right,25,89,"DM,M(R)",72.83
Luis Fernandinho,Athletico Paranaense,D,176,Both,37,89,"DM,M(C)",69.29
Lukáš Hrádecký,Bayer Leverkusen,Gk,187,Right,32,89,,73.62
Boubacar Kamara,Aston Villa,D,184,Right,22,89,"DM,M(C)",72.44
Edson Álvarez,Ajax,D,185,Right,25,89,"DM,M(C)",72.83
Alfonso Pedraza,Villarreal CF,D,184,Left,26,89,"DM,M,AM(L)",72.44
Adam Marušić,SS Lazio,D(RLC),185,Right,30,89,"DM,M(RL)",72.83
Nicolás Otamendi,SL Benfica,D(C),183,Right,34,89,,72.05
Roger Ibañez,AS Roma,D(C),185,Right,23,89,,72.83
David García,CA Osasuna,D(C),185,Both,28,89,,72.83
David Ospina,Al Nassr,Gk,183,Right,34,89,,72.05
Teun Koopmeiners,Atalanta BC,D,184,Left,24,89,"DM,M,AM(C)",72.44
Pereira Wéverton,Palmeiras,Gk,187,Right,34,89,,73.62
Jesse Lingard,Nottingham Forest,AM(RLC),168,Right,29,89,,66.14
Clément Lenglet,Barcelona,D(C),185,Left,27,89,,72.83
Pedro Gonçalves,Sporting CP,M(C),173,Right,24,89,AM(RLC),68.11
Éverton Ribeiro,Flamengo,M(RL),174,Left,33,89,AM(RLC),68.5
Mohamed Simakan,RB Leipzig,D(RC),187,Right,22,88,,73.62
Kelechi Iheanacho,Leicester City,F(C),187,Left,26,88,,73.62
Julián Álvarez,Manchester City,AM,170,Right,22,88,F(RLC),66.93
Andoni Gorosabel,Real Sociedad,D,180,Right,26,88,"DM,M(RL)",70.87
Joško Gvardiol,RB Leipzig,D(LC),183,Left,20,88,,72.05
Luca Waldschmidt,VfL Wolfsburg,AM,181,Left,26,88,F(RLC),71.26
Rocha Xeka,Stade Rennais,DM,186,Both,28,88,M(C),73.23
Randal Kolo Muani,Eintracht Frankfurt,AM(R),187,Right,23,88,F(RC),73.62
Munas Dabbur,TSG 1899 Hoffenheim,AM,181,Both,30,88,F(C),71.26
Davy Klaassen,Ajax,M,181,Right,29,88,AM(C),71.26
David Raum,RB Leipzig,D,180,Left,24,88,"DM,M(L)",70.87
James Justin,Leicester City,D,183,Right,24,88,"DM,M(RL)",72.05
Aleksandar Mitrović,Fulham,F(C),189,Right,28,88,,74.41
Fernandes Paulinho,Sporting CP,F(C),187,Right,30,88,,73.62
Gian Marco Ferrari,US Sassuolo,D(C),189,Left,30,88,,74.41
Suat Serdar,Hertha BSC,DM,183,Right,25,88,"M(C),AM(RLC)",72.05
Arthur Cabral,ACF Fiorentina,F(C),186,Right,24,88,,73.23
Roberto Soriano,Bologna FC,M(C),182,Both,31,88,AM(RLC),71.65
Kasper Dolberg,OGC Nice,F(C),187,Right,25,88,,73.62
Rob Holding,Arsenal,D(C),189,Right,27,88,,74.41
Dani Alves,UNAM Pumas,D(R),172,Right,39,88,"DM,M(RC)",67.72
Haris Seferović,SL Benfica,F(C),187,Left,30,88,,73.62
Kostas Fortounis,Olympiacos,AM,183,Both,30,88,F(RLC),72.05
Alcántara Rafinha,Al-Arabi SC,M(C),174,Left,29,88,AM(RLC),68.5
Samu Castillejo,Valencia CF,AM,182,Left,27,88,F(RL),71.65
Erick Pulgar,Flamengo,DM,186,Right,28,88,M(C),73.23
Unai Núñez,Athletic Club,D(C),186,Right,25,88,,73.23
Gaëtan Laborde,OGC Nice,AM(RL),181,Left,28,88,F(RLC),71.26
Alexis Mac Allister,Brighton and Hove Albion,DM,174,Right,23,88,"M(C),AM(RLC)",68.5
Bertrand Traoré,Aston Villa,AM(RL),181,Left,27,88,F(RLC),71.26
Ugurcan Cakir,Trabzonspor,Gk,188,Both,26,88,,74.02
Lucas Martínez Quarta,ACF Fiorentina,D(C),181,Right,26,88,,71.26
Mason Greenwood,Manchester United,AM,181,Both,21,88,F(RC),71.26
Marek Hamšík,Trabzonspor,DM,183,Both,35,88,"M,AM(C)",72.05
Dedryck Boyata,Club Brugge KV,D(C),188,Right,31,88,,74.02
Yuri Berchiche,Athletic Club,D,181,Left,32,88,"DM,M(L)",71.26
Borja Mayoral,Getafe CF,F(C),182,Right,25,88,,71.65
Vitaliy Mykolenko,Everton,D(LC),181,Left,23,88,DM(L),71.26
Jérôme Roussillon,VfL Wolfsburg,D,181,Left,29,88,"DM,M(L)",71.26
Diego Demme,SSC Napoli,DM,170,Both,30,88,M(C),66.93
Guillermo Ochoa,Club América,Gk,183,Right,37,88,,72.05
Oliver Baumann,TSG 1899 Hoffenheim,Gk,187,Right,32,88,,73.62
Jasper Cillessen,NEC Nijmegen,Gk,187,Right,33,88,,73.62
Willian Arão,Fenerbahçe SK,D,181,Right,29,88,"DM,M(C)",71.26
Taras Stepanenko,Shakhtar Donetsk,DM,181,Right,33,88,M(C),71.26
Luuk de Jong,PSV,F(C),188,Right,32,88,,74.02
Ross Barkley,OGC Nice,M,187,Right,28,88,AM(C),73.62
Pascal Gross,Brighton and Hove Albion,M,181,Both,31,88,AM(RC),71.26
Éver Banega,Al Shabab,DM,174,Right,34,88,"M,AM(C)",68.5
Justin Bijlow,Feyenoord,Gk,188,Right,24,88,,74.02
Barbosa Rony,Palmeiras,AM(RL),175,Right,27,88,F(RLC),68.9
Gonzalo Martínez,Al Nassr,AM(RLC),170,Left,29,88,F(RL),66.93
Tomáš Vaclík,Olympiacos,Gk,188,Right,33,88,,74.02
Vitaliy Buyalskiy,Dynamo Kyiv,M(C),170,Right,29,88,AM(RLC),66.93
Manuel Lanzini,West Ham United,M(C),170,Right,29,88,AM(RLC),66.93
Munir el Haddadi,Getafe CF,AM(RL),175,Left,27,88,F(RLC),68.9
Ezri Konsa,Aston Villa,D(RC),183,Right,25,88,,72.05
Joël Veltman,Brighton and Hove Albion,D(RC),183,Right,30,88,"DM,M(R)",72.05
Quincy Promes,Spartak Moskva,AM(RLC),174,Both,30,88,F(RL),68.5
Ihlas Bebou,TSG 1899 Hoffenheim,AM(RL),183,Right,28,88,F(RLC),72.05
Leandro Cabrera,RCD Espanyol,D(LC),187,Left,31,88,,73.62
Fabian Schär,Newcastle United,D(C),186,Right,30,88,,73.23
Arturo Vidal,Flamengo,DM,181,Right,35,88,"M,AM(C)",71.26
Aaron Cresswell,West Ham United,D(LC),170,Left,32,88,"DM,M(L)",66.93
Edin Višća,Trabzonspor,AM,172,Right,32,88,F(RL),67.72
André Gomes,Everton,DM,188,Right,29,88,"M,AM(C)",74.02
Benjamin Henrichs,RB Leipzig,D,181,Both,25,88,"DM(RL),M(RLC)",71.26
Takumi Minamino,AS Monaco,AM,174,Right,27,88,F(RLC),68.5
Vieira Marcelo,Olympiacos,D,174,Left,34,88,"DM,M(L)",68.5
Nicolas Höfler,SC Freiburg,DM,181,Right,32,88,M(C),71.26
Marc Albrighton,Leicester City,M,174,Right,33,88,AM(RL),68.5
Lukasz Skorupski,Bologna FC,Gk,187,Right,31,88,,73.62
Ricardo Rodríguez,Torino,D(LC),180,Left,30,88,"DM,M(L)",70.87
Boubakary Soumaré,Leicester City,DM,188,Right,23,88,M(C),74.02
Maximilian Eggestein,SC Freiburg,DM,181,Right,25,88,"M,AM(C)",71.26
Ben Godfrey,Everton,D(RLC),183,Right,24,88,,72.05
Matt Doherty,Tottenham Hotspur,D,183,Right,30,88,"DM,M(RL)",72.05
Ché Adams,Southampton,F(C),175,Right,26,88,,68.9
Jhon Córdoba,FC Krasnodar,F(C),186,Right,29,88,,73.23
Jamaal Lascelles,Newcastle United,D(C),188,Right,29,88,,74.02
Cassio Joelinton,Newcastle United,M(C),186,Right,26,88,"AM,F(RLC)",73.23
Kostas Manolas,Al Sharjah,D(C),189,Right,31,88,,74.41
Sergio Herrera,CA Osasuna,Gk,192,Right,29,88,,75.59
Charles de Ketelaere,AC Milan,AM,192,Left,21,88,F(RLC),75.59
Jeremie Frimpong,Bayer Leverkusen,D,175,Right,21,88,"DM,M,AM(R)",68.9
Boulaye Dia,Villarreal CF,AM(R),182,Right,26,88,F(RC),71.65
Kyle Walker-Peters,Southampton,D,173,Right,25,88,"DM,M(RL)",68.11
Tyler Adams,Leeds United,D(R),175,Right,23,88,"DM,M(RC)",68.9
Álvaro Odriozola,Real Madrid,D,178,Right,26,88,"DM,M(R)",70.08
Philipp Max,PSV,D,178,Left,29,88,"DM,M,AM(L)",70.08
Andy Delort,OGC Nice,F(C),182,Right,31,88,,71.65
Mohamed Elyounoussi,Southampton,AM(RLC),178,Right,28,88,F(RL),70.08
Ansu Fati,Barcelona,AM(RL),178,Right,20,88,F(RLC),70.08
Simon Mignolet,Club Brugge KV,Gk,193,Right,34,88,,75.98
Callum Hudson-Odoi,Chelsea,M(RL),178,Right,22,88,AM(RLC),70.08
Felipe Anderson,SS Lazio,M(RL),178,Both,29,88,AM(RLC),70.08
Junya Ito,Stade de Reims,M,176,Right,29,88,AM(RL),69.29
Harry Winks,Tottenham Hotspur,DM,178,Both,26,88,M(C),70.08
Esteban Andrada,Monterrey,Gk,193,Right,31,88,,75.98
Barberan Maycon,Shakhtar Donetsk,DM,178,Left,25,88,M(C),70.08
Ayoze Pérez,Leicester City,AM,178,Right,29,88,F(RLC),70.08
Alexander Nübel,Bayern München,Gk,193,Right,26,88,,75.98
Alban Lafont,FC Nantes,Gk,193,Right,23,88,,75.98
Daniel Wass,Brondby IF,D,178,Right,33,88,"DM(R),M,AM(RC)",70.08
Diadie Samassékou,TSG 1899 Hoffenheim,DM,175,Right,26,88,M(C),68.9
Guillermo Maripán,AS Monaco,D(C),193,Right,28,88,,75.98
Francis Coquelin,Villarreal CF,DM(C),178,Right,31,88,M(RLC),70.08
