name,url,letter,height,height_display,height_cm,height_inches,name_gender,rank_for_gender
Beth Allen,https://www.celebheights.com/s/Beth-Allen-3017.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Brittany Allen,https://www.celebheights.com/s/Brittany-Allen-7388.html,A,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Chad Allen,https://www.celebheights.com/s/Chad-Allen-2331.html,A,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,male,652.0
Christa B Allen,https://www.celebheights.com/s/Christa-B-Allen-47850.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Crystal Allen,https://www.celebheights.com/s/Crystal-Allen-7446.html,A,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Debbie Allen,https://www.celebheights.com/s/Debbie-Allen-3038.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Fiona Allen,https://www.celebheights.com/s/Fiona-Allen-53090.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Gabby Allen,https://www.celebheights.com/s/Gabby-Allen-50724.html,A,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,unknown,91.0
Hoodie Allen,https://www.celebheights.com/s/Hoodie-Allen-48610.html,A,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,unknown,744.0
Joan Allen,https://www.celebheights.com/s/Joan-Allen-823.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,female,5410.0
Karen Allen,https://www.celebheights.com/s/Karen-Allen-2379.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Keith Allen,https://www.celebheights.com/s/Keith-Allen-3043.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Kirsty Lee Allen,https://www.celebheights.com/s/Kirsty-Lee-Allen-6180.html,A,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,female,3123.0
Kris Allen,https://www.celebheights.com/s/Kris-Allen-47378.html,A,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,mostly_male,103.0
Krista Allen,https://www.celebheights.com/s/Krista-Allen-3202.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Kyle Allen,https://www.celebheights.com/s/Kyle-Allen-7407.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,mostly_female,524.0
Laura Allen,https://www.celebheights.com/s/Laura-Allen-2651.html,A,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Lily Allen,https://www.celebheights.com/s/Lily-Allen-4696.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Marcus Allen,https://www.celebheights.com/s/Marcus-Allen-50813.html,A,6ft 1 ⅞ (188cm),6ft 1 ⅞ ,188.0,74.02,male,4729.0
Nancy Allen,https://www.celebheights.com/s/Nancy-Allen-47131.html,A,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,female,2254.0
Peter Allen,https://www.celebheights.com/s/Peter-Allen-49608.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Sandy Allen,https://www.celebheights.com/s/Sandy-Allen-47117.html,A,7ft 7 ¼ (232cm),7ft 7 ¼ ,232.0,91.34,mostly_female,591.0
Tim Allen,https://www.celebheights.com/s/Tim-Allen-818.html,A,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Woody Allen,https://www.celebheights.com/s/Woody-Allen-1861.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
Zibby Allen,https://www.celebheights.com/s/Zibby-Allen-52699.html,A,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,unknown,181.0
Kirstie Alley,https://www.celebheights.com/s/Kirstie-Alley-87.html,A,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Jade Alleyne,https://www.celebheights.com/s/Jade-Alleyne-52351.html,A,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,female,2254.0
Dele Alli,https://www.celebheights.com/s/Dele-Alli-50134.html,A,6ft 2 (188cm),6ft 2 ,188.0,74.02,unknown,1458.0
Jamie Anne Allman,https://www.celebheights.com/s/Jamie-Anne-Allman-7172.html,A,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,mostly_female,407.0
Marshall Allman,https://www.celebheights.com/s/Marshall-Allman-3738.html,A,5ft 5 ¼ (166cm),5ft 5 ¼ ,166.0,65.35,male,416.0
Andy Allo,https://www.celebheights.com/s/Andy-Allo-52117.html,A,5ft 3 ¾ (162cm),5ft 3 ¾ ,162.0,63.78,male,155.0
Kirstie Allsopp,https://www.celebheights.com/s/Kirstie-Allsopp-47862.html,A,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
June Allyson,https://www.celebheights.com/s/June-Allyson-3817.html,A,5ft 0 (152cm),5ft 0 ,152.0,59.84,female,164.0
Marc Almond,https://www.celebheights.com/s/Marc-Almond-50401.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
Daniella Alonso,https://www.celebheights.com/s/Daniella-Alonso-48648.html,A,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Laz Alonso,https://www.celebheights.com/s/Laz-Alonso-52377.html,A,5ft 10 ¾ (180cm),5ft 10 ¾ ,180.0,70.87,unknown,1281.0
August Alsina,https://www.celebheights.com/s/August-Alsina-49152.html,A,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Hanna AlstrÃ¶m,https://www.celebheights.com/s/Hanna-Alstrom-6751.html,A,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Carol Alt,https://www.celebheights.com/s/Carol-Alt-295.html,A,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,mostly_female,533.0
Emily Althaus,https://www.celebheights.com/s/Emily-Althaus-6650.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Summer Altice,https://www.celebheights.com/s/Summer-Altice-2283.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,andy,158.0
Josef Altin,https://www.celebheights.com/s/Josef-Altin-48174.html,A,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,male,434.0
John Altman,https://www.celebheights.com/s/John-Altman-4284.html,A,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Robert Altman,https://www.celebheights.com/s/Robert-Altman-3111.html,A,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
JosÃ© Altuve,https://www.celebheights.com/s/Jose-Altuve-50440.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,unknown,523.0
Sope Aluko,https://www.celebheights.com/s/Sope-Aluko-53157.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Trini Alvarado,https://www.celebheights.com/s/Trini-Alvarado-52906.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Canelo Ãlvarez,https://www.celebheights.com/s/Canelo-Alvarez-52033.html,A,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,unknown,884.0
J Alvarez,https://www.celebheights.com/s/J-Alvarez-50722.html,A,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Joe Alwyn,https://www.celebheights.com/s/Joe-Alwyn-49563.html,A,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Natalie Alyn Lind,https://www.celebheights.com/s/Natalie-Alyn-Lind-6566.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Djouliet Amara,https://www.celebheights.com/s/Djouliet-Amara-7832.html,A,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,unknown,91.0
India Amarteifio,https://www.celebheights.com/s/India-Amarteifio-53268.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Dan Amboyer,https://www.celebheights.com/s/Dan-Amboyer-49345.html,A,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Curtly Ambrose,https://www.celebheights.com/s/Curtly-Ambrose-51782.html,A,6ft 7 (201cm),6ft 7 ,201.0,79.13,unknown,1583.0
Dean Ambrose,https://www.celebheights.com/s/Dean-Ambrose-48304.html,A,6ft  ¾ in (185cm),6ft  ¾ in ,185.0,72.83,male,4265.0
Lauren Ambrose,https://www.celebheights.com/s/Lauren-Ambrose-2480.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,mostly_female,264.0
Alessandra Ambrosio,https://www.celebheights.com/s/Alessandra-Ambrosio-47028.html,A,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,female,4998.0
Utkarsh Ambudkar,https://www.celebheights.com/s/Utkarsh-Ambudkar-7738.html,A,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,unknown,1131.0
Don Ameche,https://www.celebheights.com/s/Don-Ameche-2577.html,A,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Aml Ameen,https://www.celebheights.com/s/Aml-Ameen-49078.html,A,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Austin Amelio,https://www.celebheights.com/s/Austin-Amelio-49569.html,A,5ft 10 ¾ (180cm),5ft 10 ¾ ,180.0,70.87,male,3053.0
Robbie Amell,https://www.celebheights.com/s/Robbie-Amell-48163.html,A,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Stephen Amell,https://www.celebheights.com/s/Stephen-Amell-47858.html,A,6ft  ¾ in (185cm),6ft  ¾ in ,185.0,72.83,male,4265.0
Tony Amendola,https://www.celebheights.com/s/Tony-Amendola-47307.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Clara Amfo,https://www.celebheights.com/s/Clara-Amfo-49361.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
MÃ¤dchen Amick,https://www.celebheights.com/s/Madchen-Amick-1572.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,unknown,523.0
Carmel Amit,https://www.celebheights.com/s/Carmel-Amit-7629.html,A,5ft 9 ¾ (177cm),5ft 9 ¾ ,177.0,69.69,male,2107.0
Sonia Ammar,https://www.celebheights.com/s/Sonia-Ammar-7810.html,A,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Charlene Amoia,https://www.celebheights.com/s/Charlene-Amoia-52145.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
John Amos,https://www.celebheights.com/s/John-Amos-4224.html,A,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Paul Amos,https://www.celebheights.com/s/Paul-Amos-50368.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Tori Amos,https://www.celebheights.com/s/Tori-Amos-1398.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Alice Amter,https://www.celebheights.com/s/Alice-Amter-6553.html,A,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Nikki Amuka-Bird,https://www.celebheights.com/s/Nikki-Amuka-Bird-52967.html,A,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,female,4377.0
Eva Amurri Martino,https://www.celebheights.com/s/Eva-Amurri-Martino-1615.html,A,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Susie Amy,https://www.celebheights.com/s/Susie-Amy-4620.html,A,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Yoson An,https://www.celebheights.com/s/Yoson-An-7615.html,A,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,unknown,1313.0
Anahi,https://www.celebheights.com/s/-Anahi-5466.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Kristina Anapau,https://www.celebheights.com/s/Kristina-Anapau-53131.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Anastacia,https://www.celebheights.com/s/-Anastacia-1745.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,unknown,152.0
Elena Anaya,https://www.celebheights.com/s/Elena-Anaya-5163.html,A,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,female,1490.0
Rachael Ancheril,https://www.celebheights.com/s/Rachael-Ancheril-7940.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Ronni Ancona,https://www.celebheights.com/s/Ronni-Ancona-4314.html,A,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,mostly_male,291.0
Mini Anden,https://www.celebheights.com/s/Mini-Anden-47630.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,unknown,1187.0
Andrea Anders,https://www.celebheights.com/s/Andrea-Anders-52075.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
David Anders,https://www.celebheights.com/s/David-Anders-2648.html,A,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Alex Hogh Andersen,https://www.celebheights.com/s/Alex-Hogh-Andersen-50524.html,A,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Amber Anderson,https://www.celebheights.com/s/Amber-Anderson-52940.html,A,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,female,5304.0
Angry Anderson,https://www.celebheights.com/s/Angry-Anderson-3506.html,A,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,unknown,91.0
Anthony Anderson,https://www.celebheights.com/s/Anthony-Anderson-499.html,A,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Audrey Marie Anderson,https://www.celebheights.com/s/Audrey-Marie-Anderson-5875.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Blake Anderson,https://www.celebheights.com/s/Blake-Anderson-49254.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,mostly_male,328.0
Brett Anderson,https://www.celebheights.com/s/Brett-Anderson-3488.html,A,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Clive Anderson,https://www.celebheights.com/s/Clive-Anderson-49953.html,A,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Daryl Anderson,https://www.celebheights.com/s/Daryl-Anderson-4023.html,A,6ft 4 (193cm),6ft 4 ,193.0,75.98,mostly_male,567.0
Ella Anderson,https://www.celebheights.com/s/Ella-Anderson-53173.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Esther Anderson,https://www.celebheights.com/s/Esther-Anderson-49512.html,A,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Gillian Anderson,https://www.celebheights.com/s/Gillian-Anderson-164.html,A,5ft 2 ¼ (158cm),5ft 2 ¼ ,158.0,62.2,female,828.0
Hannah Anderson,https://www.celebheights.com/s/Hannah-Anderson-50435.html,A,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Harry Anderson,https://www.celebheights.com/s/Harry-Anderson-51433.html,A,6ft 3 ½ (192cm),6ft 3 ½ ,192.0,75.59,male,5157.0
Jacob Anderson,https://www.celebheights.com/s/Jacob-Anderson-50038.html,A,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Jan Anderson,https://www.celebheights.com/s/Jan-Anderson-2516.html,A,5ft 0 (152cm),5ft 0 ,152.0,59.84,male,31.0
Joe Anderson,https://www.celebheights.com/s/Joe-Anderson-49576.html,A,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,male,3128.0
Jon Anderson,https://www.celebheights.com/s/Jon-Anderson-52292.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
Kevin Anderson,https://www.celebheights.com/s/Kevin-Anderson-51188.html,A,6ft 7 (201cm),6ft 7 ,201.0,79.13,male,5479.0
Loni Anderson,https://www.celebheights.com/s/Loni-Anderson-3912.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Megan Anderson,https://www.celebheights.com/s/Megan-Anderson-52235.html,A,5ft 11 (180cm),5ft 11 ,180.0,70.87,female,5499.0
Melissa Sue Anderson,https://www.celebheights.com/s/Melissa-Sue-Anderson-7229.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Melody Anderson,https://www.celebheights.com/s/Melody-Anderson-3741.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Michael J Anderson,https://www.celebheights.com/s/Michael-J-Anderson-4603.html,A,3ft 7 (109cm),3ft 7 ,109.0,42.91,male,4.0
Natalie Anderson,https://www.celebheights.com/s/Natalie-Anderson-4902.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Nicole Gale Anderson,https://www.celebheights.com/s/Nicole-Gale-Anderson-47799.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Pamela Anderson,https://www.celebheights.com/s/Pamela-Anderson-258.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Paul Anderson,https://www.celebheights.com/s/Paul-Anderson-49164.html,A,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Paul Thomas Anderson,https://www.celebheights.com/s/Paul-Thomas-Anderson-49279.html,A,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Richard Anderson,https://www.celebheights.com/s/Richard-Anderson-47580.html,A,6ft 3 (191cm),6ft 3 ,191.0,75.2,male,5094.0
Richard Dean Anderson,https://www.celebheights.com/s/Richard-Dean-Anderson-821.html,A,6ft 1 ¾ (187cm),6ft 1 ¾ ,187.0,73.62,male,4473.0
Samuel Anderson,https://www.celebheights.com/s/Samuel-Anderson-5821.html,A,5ft 10 ¼ (178cm),5ft 10 ¼ ,178.0,70.08,male,2475.0
Shamier Anderson,https://www.celebheights.com/s/Shamier-Anderson-50952.html,A,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,unknown,1438.0
Tori Anderson,https://www.celebheights.com/s/Tori-Anderson-7373.html,A,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,female,4998.0
Wes Anderson,https://www.celebheights.com/s/Wes-Anderson-50448.html,A,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Zima Anderson,https://www.celebheights.com/s/Zima-Anderson-52872.html,A,4ft 11 ¾ (152cm),4ft 11 ¾ ,152.0,59.84,unknown,34.0
Bibi Andersson,https://www.celebheights.com/s/Bibi-Andersson-48932.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Sophie Anderton,https://www.celebheights.com/s/Sophie-Anderton-4164.html,A,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Paola Andino,https://www.celebheights.com/s/Paola-Andino-53228.html,A,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,female,1490.0
Adjoa Andoh,https://www.celebheights.com/s/Adjoa-Andoh-5559.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,unknown,367.0
Fernanda Andrade,https://www.celebheights.com/s/Fernanda-Andrade-52969.html,A,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,female,2254.0
Annette Andre,https://www.celebheights.com/s/Annette-Andre-49634.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Eric Andre,https://www.celebheights.com/s/Eric-Andre-52665.html,A,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Peter Andre,https://www.celebheights.com/s/Peter-Andre-957.html,A,5ft 7 ¾ (172cm),5ft 7 ¾ ,172.0,67.72,male,1070.0
Ingrid Andress,https://www.celebheights.com/s/Ingrid-Andress-52839.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Ursula Andress,https://www.celebheights.com/s/Ursula-Andress-5075.html,A,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Cooper Andrews,https://www.celebheights.com/s/Cooper-Andrews-7262.html,A,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Dana Andrews,https://www.celebheights.com/s/Dana-Andrews-48391.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,female,5410.0
David Andrews,https://www.celebheights.com/s/David-Andrews-2409.html,A,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Dean Andrews,https://www.celebheights.com/s/Dean-Andrews-47046.html,A,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Erin Andrews,https://www.celebheights.com/s/Erin-Andrews-47635.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,mostly_female,524.0
Janine Andrews,https://www.celebheights.com/s/Janine-Andrews-51622.html,A,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,female,5524.0
Julie Andrews,https://www.celebheights.com/s/Julie-Andrews-2382.html,A,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Naveen Andrews,https://www.celebheights.com/s/Naveen-Andrews-2189.html,A,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,mostly_male,182.0
Sebastien Andrieu,https://www.celebheights.com/s/Sebastien-Andrieu-683.html,A,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Michele Selene Ang,https://www.celebheights.com/s/Michele-Selene-Ang-50040.html,A,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,female,994.0
Michelle Ang,https://www.celebheights.com/s/Michelle-Ang-4813.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Michael Angarano,https://www.celebheights.com/s/Michael-Angarano-2650.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Asher Angel,https://www.celebheights.com/s/Asher-Angel-53247.html,A,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Criss Angel,https://www.celebheights.com/s/Criss-Angel-2591.html,A,5ft 11 (180cm),5ft 11 ,180.0,70.87,unknown,1281.0
Vanessa Angel,https://www.celebheights.com/s/Vanessa-Angel-384.html,A,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Angelababy,https://www.celebheights.com/s/-Angelababy-48956.html,A,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,unknown,415.0
Pier Angeli,https://www.celebheights.com/s/Pier-Angeli-49382.html,A,5ft 0 (152cm),5ft 0 ,152.0,59.84,male,31.0
Genevieve Angelson,https://www.celebheights.com/s/Genevieve-Angelson-50994.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Anggun,https://www.celebheights.com/s/-Anggun-2710.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,unknown,367.0
Kurt Angle,https://www.celebheights.com/s/Kurt-Angle-2758.html,A,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Christien Anholt,https://www.celebheights.com/s/Christien-Anholt-4054.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Jennifer Aniston,https://www.celebheights.com/s/Jennifer-Aniston-401.html,A,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,female,2254.0
Nicole Aniston,https://www.celebheights.com/s/Nicole-Aniston-6407.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Anitta,https://www.celebheights.com/s/-Anitta-6523.html,A,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Evelyn Ankers,https://www.celebheights.com/s/Evelyn-Ankers-49849.html,A,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Lisa Ann,https://www.celebheights.com/s/Lisa-Ann-5338.html,A,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,female,484.0
Dave Annable,https://www.celebheights.com/s/Dave-Annable-46981.html,A,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Odette Annable,https://www.celebheights.com/s/Odette-Annable-3085.html,A,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,female,4998.0
Anne Marie,https://www.celebheights.com/s/-Anne-Marie-49958.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
ChloÃ« Annett,https://www.celebheights.com/s/Chloe-Annett-3181.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,unknown,367.0
Francesca Annis,https://www.celebheights.com/s/Francesca-Annis-3769.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Jade Anouka,https://www.celebheights.com/s/Jade-Anouka-51634.html,A,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Nonso Anozie,https://www.celebheights.com/s/Nonso-Anozie-47671.html,A,6ft 5 ¼ (196cm),6ft 5 ¼ ,196.0,77.17,unknown,1565.0
Aziz Ansari,https://www.celebheights.com/s/Aziz-Ansari-4782.html,A,5ft 5 ¾ (167cm),5ft 5 ¾ ,167.0,65.75,male,434.0
Ant Anstead,https://www.celebheights.com/s/Ant-Anstead-50971.html,A,6ft 2 ⅛ (188cm),6ft 2 ⅛ ,188.0,74.02,male,4729.0
Adam Ant,https://www.celebheights.com/s/Adam-Ant-3151.html,A,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Lulu Antariksa,https://www.celebheights.com/s/Lulu-Antariksa-48061.html,A,5ft 3 (160cm),5ft 3 ,160.0,62.99,male,131.0
Giannis Antetokounmpo,https://www.celebheights.com/s/Giannis-Antetokounmpo-51616.html,A,6ft 10 ½ (210cm),6ft 10 ½ ,210.0,82.68,male,5516.0
Carmelo Anthony,https://www.celebheights.com/s/Carmelo-Anthony-50746.html,A,6ft 6 ¼ (199cm),6ft 6 ¼ ,199.0,78.35,male,5462.0
Daniel Anthony,https://www.celebheights.com/s/Daniel-Anthony-53354.html,A,5ft 4 (163cm),5ft 4 ,163.0,64.17,male,218.0
Gethin Anthony,https://www.celebheights.com/s/Gethin-Anthony-48146.html,A,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
La La Anthony,https://www.celebheights.com/s/La-La-Anthony-49130.html,A,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,unknown,570.0
Lysette Anthony,https://www.celebheights.com/s/Lysette-Anthony-3778.html,A,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,unknown,570.0
Marc Anthony,https://www.celebheights.com/s/Marc-Anthony-920.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Christian Antidormi,https://www.celebheights.com/s/Christian-Antidormi-50248.html,A,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,male,867.0
Benz Antoine,https://www.celebheights.com/s/Benz-Antoine-2436.html,A,6ft 3 (191cm),6ft 3 ,191.0,75.2,unknown,1515.0
Vinessa Antoine,https://www.celebheights.com/s/Vinessa-Antoine-49365.html,A,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Susan Anton,https://www.celebheights.com/s/Susan-Anton-546.html,A,5ft 11 (180cm),5ft 11 ,180.0,70.87,female,5499.0
Julia Antonelli,https://www.celebheights.com/s/Julia-Antonelli-53360.html,A,4ft 10 (147cm),4ft 10 ,147.0,57.87,female,15.0
Jason Antoon,https://www.celebheights.com/s/Jason-Antoon-53258.html,A,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Cas Anvar,https://www.celebheights.com/s/Cas-Anvar-50085.html,A,5ft 10 ½ (179cm),5ft 10 ½ ,179.0,70.47,male,2668.0
Gabrielle Anwar,https://www.celebheights.com/s/Gabrielle-Anwar-1860.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Mina Anwar,https://www.celebheights.com/s/Mina-Anwar-50820.html,A,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
