year,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,us_dollar,exported_to,exported_from
2017,82019010,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",460177,Kazakhstan,Xingjiang Uygur
2017,82019090,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",749063,Kazakhstan,Xingjiang Uygur
2021,82011000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",1619152,Kazakhstan,Xingjiang Uygur
2021,82013000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",512300,Kazakhstan,Xingjiang Uygur
2021,82014000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",502143,Kazakhstan,Xingjiang Uygur
2021,82015000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",696500,Kazakhstan,Xingjiang Uygur
2021,82016000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",100932,Kazakhstan,Xingjiang Uygur
2021,82019010,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",26552,Kazakhstan,Xingjiang Uygur
2021,82019090,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",391968,Kazakhstan,Xingjiang Uygur
2018,82021000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",1285455,Kazakhstan,Xingjiang Uygur
2018,82022090,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",34518,Kazakhstan,Xingjiang Uygur
2018,82023100,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",869937,Kazakhstan,Xingjiang Uygur
2018,82023910,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",100155,Kazakhstan,Xingjiang Uygur
2018,82023990,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",1242287,Kazakhstan,Xingjiang Uygur
2018,82024000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",113481,Kazakhstan,Xingjiang Uygur
2018,82029110,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",12920,Kazakhstan,Xingjiang Uygur
2018,82029190,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",256823,Kazakhstan,Xingjiang Uygur
2018,82029910,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",5250,Kazakhstan,Xingjiang Uygur
2018,82029990,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",83824,Kazakhstan,Xingjiang Uygur
2017,82021000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",2148655,Kazakhstan,Xingjiang Uygur
2017,82022010,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",19074,Kazakhstan,Xingjiang Uygur
2017,82022090,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",9759,Kazakhstan,Xingjiang Uygur
2017,82023100,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",1884704,Kazakhstan,Xingjiang Uygur
2017,82023910,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",264710,Kazakhstan,Xingjiang Uygur
2017,82023990,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",1068346,Kazakhstan,Xingjiang Uygur
2017,82024000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",22616,Kazakhstan,Xingjiang Uygur
2017,82029110,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",78208,Kazakhstan,Xingjiang Uygur
2017,82029190,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",177388,Kazakhstan,Xingjiang Uygur
2017,82029910,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",144167,Kazakhstan,Xingjiang Uygur
2017,82029990,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",123352,Kazakhstan,Xingjiang Uygur
2021,82021000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",708493,Kazakhstan,Xingjiang Uygur
2021,82022010,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",28940,Kazakhstan,Xingjiang Uygur
2021,82022090,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",125907,Kazakhstan,Xingjiang Uygur
2021,82023100,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",793693,Kazakhstan,Xingjiang Uygur
2021,82023910,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",53834,Kazakhstan,Xingjiang Uygur
2021,82023990,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",1999137,Kazakhstan,Xingjiang Uygur
2021,82024000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",24289,Kazakhstan,Xingjiang Uygur
2021,82029110,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",52348,Kazakhstan,Xingjiang Uygur
2021,82029190,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",319393,Kazakhstan,Xingjiang Uygur
2021,82029910,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",135947,Kazakhstan,Xingjiang Uygur
2021,82029990,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",94545,Kazakhstan,Xingjiang Uygur
2018,82031000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",197740,Kazakhstan,Xingjiang Uygur
2018,82032000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",3979840,Kazakhstan,Xingjiang Uygur
2018,82033000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",284781,Kazakhstan,Xingjiang Uygur
2018,82034000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",140360,Kazakhstan,Xingjiang Uygur
2017,82031000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",298364,Kazakhstan,Xingjiang Uygur
2017,82032000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",6430937,Kazakhstan,Xingjiang Uygur
2017,82033000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",36284,Kazakhstan,Xingjiang Uygur
2017,82034000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",116317,Kazakhstan,Xingjiang Uygur
2021,82031000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",139727,Kazakhstan,Xingjiang Uygur
2021,82032000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",2273675,Kazakhstan,Xingjiang Uygur
2021,82033000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",47336,Kazakhstan,Xingjiang Uygur
2021,82034000,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",104782,Kazakhstan,Xingjiang Uygur
