NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,state legislative district (upper chamber)
"State Senate District 29 (2018), South Carolina",92051.0,,1267.0,,45,029
"State Senate District 30 (2018), South Carolina",94324.0,,1680.0,,45,030
"State Senate District 31 (2018), South Carolina",101684.0,,1836.0,,45,031
"State Senate District 32 (2018), South Carolina",91739.0,,1419.0,,45,032
"State Senate District 33 (2018), South Carolina",122082.0,,2063.0,,45,033
"State Senate District 34 (2018), South Carolina",129795.0,,2182.0,,45,034
"State Senate District 35 (2018), South Carolina",104020.0,,2099.0,,45,035
"State Senate District 36 (2018), South Carolina",92186.0,,1402.0,,45,036
"State Senate District 37 (2018), South Carolina",127701.0,,2364.0,,45,037
"State Senate District 38 (2018), South Carolina",122429.0,,1980.0,,45,038
"State Senate District 39 (2018), South Carolina",92881.0,,2137.0,,45,039
"State Senate District 40 (2018), South Carolina",98476.0,,1800.0,,45,040
"State Senate District 41 (2018), South Carolina",120289.0,,2413.0,,45,041
"State Senate District 42 (2018), South Carolina",108976.0,,1834.0,,45,042
"State Senate District 43 (2018), South Carolina",118803.0,,2357.0,,45,043
"State Senate District 44 (2018), South Carolina",124237.0,,2139.0,,45,044
"State Senate District 45 (2018), South Carolina",104826.0,,2298.0,,45,045
"State Senate District 46 (2018), South Carolina",120135.0,,1759.0,,45,046
"State Senate District 4 (2018), South Dakota",23675.0,,405.0,,46,004
"State Senate District 1 (2018), South Dakota",24078.0,,332.0,,46,001
"State Senate District 2 (2018), South Dakota",24648.0,,571.0,,46,002
"State Senate District 3 (2018), South Dakota",26494.0,,510.0,,46,003
"State Senate District 5 (2018), South Dakota",24084.0,,223.0,,46,005
"State Senate District 6 (2018), South Dakota",29107.0,,614.0,,46,006
"State Senate District 7 (2018), South Dakota",25996.0,,355.0,,46,007
"State Senate District 8 (2018), South Dakota",23697.0,,-555555555.0,*****,46,008
"State Senate District 9 (2018), South Dakota",28207.0,,978.0,,46,009
"State Senate District 10 (2018), South Dakota",26250.0,,1043.0,,46,010
"State Senate District 11 (2018), South Dakota",28437.0,,830.0,,46,011
"State Senate District 12 (2018), South Dakota",24176.0,,1070.0,,46,012
"State Senate District 13 (2018), South Dakota",23323.0,,1018.0,,46,013
"State Senate District 14 (2018), South Dakota",25803.0,,1004.0,,46,014
"State Senate District 15 (2018), South Dakota",21627.0,,1095.0,,46,015
"State Senate District 16 (2018), South Dakota",24360.0,,392.0,,46,016
"State Senate District 17 (2018), South Dakota",22189.0,,-555555555.0,*****,46,017
"State Senate District 18 (2018), South Dakota",22717.0,,-555555555.0,*****,46,018
"State Senate District 19 (2018), South Dakota",22712.0,,186.0,,46,019
"State Senate District 20 (2018), South Dakota",24689.0,,-555555555.0,*****,46,020
"State Senate District 21 (2018), South Dakota",22423.0,,186.0,,46,021
"State Senate District 22 (2018), South Dakota",23341.0,,-555555555.0,*****,46,022
"State Senate District 23 (2018), South Dakota",21720.0,,195.0,,46,023
"State Senate District 24 (2018), South Dakota",23276.0,,166.0,,46,024
"State Senate District 25 (2018), South Dakota",25550.0,,727.0,,46,025
"State Senate District 26 (2018), South Dakota",24114.0,,96.0,,46,026
"State Senate District 27 (2018), South Dakota",23690.0,,169.0,,46,027
"State Senate District 28 (2018), South Dakota",24884.0,,320.0,,46,028
"State Senate District 29 (2018), South Dakota",26323.0,,616.0,,46,029
"State Senate District 30 (2018), South Dakota",25181.0,,370.0,,46,030
"State Senate District 31 (2018), South Dakota",25234.0,,-555555555.0,*****,46,031
"State Senate District 32 (2018), South Dakota",26227.0,,888.0,,46,032
"State Senate District 33 (2018), South Dakota",24125.0,,985.0,,46,033
"State Senate District 34 (2018), South Dakota",24852.0,,879.0,,46,034
"State Senate District 35 (2018), South Dakota",27080.0,,929.0,,46,035
"State Senate District 1 (2018), Tennessee",191702.0,,1189.0,,47,001
"State Senate District 2 (2018), Tennessee",200773.0,,1189.0,,47,002
"State Senate District 3 (2018), Tennessee",188774.0,,686.0,,47,003
"State Senate District 4 (2018), Tennessee",186975.0,,686.0,,47,004
"State Senate District 5 (2018), Tennessee",191636.0,,1881.0,,47,005
"State Senate District 6 (2018), Tennessee",194092.0,,1741.0,,47,006
"State Senate District 7 (2018), Tennessee",197842.0,,2131.0,,47,007
"State Senate District 8 (2018), Tennessee",190153.0,,-555555555.0,*****,47,008
"State Senate District 9 (2018), Tennessee",192090.0,,1298.0,,47,009
"State Senate District 10 (2018), Tennessee",198474.0,,2458.0,,47,010
"State Senate District 11 (2018), Tennessee",198932.0,,1945.0,,47,011
"State Senate District 12 (2018), Tennessee",191844.0,,-555555555.0,*****,47,012
"State Senate District 13 (2018), Tennessee",223518.0,,1817.0,,47,013
"State Senate District 14 (2018), Tennessee",203470.0,,1817.0,,47,014
"State Senate District 15 (2018), Tennessee",209875.0,,-555555555.0,*****,47,015
"State Senate District 16 (2018), Tennessee",198679.0,,-555555555.0,*****,47,016
"State Senate District 20 (2018), Tennessee",213602.0,,2657.0,,47,020
"State Senate District 17 (2018), Tennessee",216871.0,,-555555555.0,*****,47,017
"State Senate District 18 (2018), Tennessee",220675.0,,1351.0,,47,018
"State Senate District 19 (2018), Tennessee",214571.0,,2841.0,,47,019
"State Senate District 21 (2018), Tennessee",224215.0,,2665.0,,47,021
"State Senate District 22 (2018), Tennessee",217864.0,,-555555555.0,*****,47,022
"State Senate District 23 (2018), Tennessee",218648.0,,-555555555.0,*****,47,023
"State Senate District 24 (2018), Tennessee",189730.0,,-555555555.0,*****,47,024
"State Senate District 25 (2018), Tennessee",204257.0,,-555555555.0,*****,47,025
"State Senate District 26 (2018), Tennessee",191399.0,,-555555555.0,*****,47,026
"State Senate District 27 (2018), Tennessee",183580.0,,-555555555.0,*****,47,027
"State Senate District 28 (2018), Tennessee",198397.0,,-555555555.0,*****,47,028
"State Senate District 29 (2018), Tennessee",190798.0,,2824.0,,47,029
"State Senate District 30 (2018), Tennessee",194492.0,,3424.0,,47,030
"State Senate District 31 (2018), Tennessee",209620.0,,3448.0,,47,031
"State Senate District 32 (2018), Tennessee",205143.0,,1070.0,,47,032
"State Senate District 33 (2018), Tennessee",198398.0,,3199.0,,47,033
"State Senate District 1 (2018), Texas",841254.0,,-555555555.0,*****,48,001
"State Senate District 2 (2018), Texas",875650.0,,3912.0,,48,002
"State Senate District 3 (2018), Texas",865362.0,,2270.0,,48,003
"State Senate District 4 (2018), Texas",942938.0,,3705.0,,48,004
"State Senate District 5 (2018), Texas",961423.0,,-555555555.0,*****,48,005
"State Senate District 6 (2018), Texas",863488.0,,7520.0,,48,006
"State Senate District 7 (2018), Texas",954933.0,,6083.0,,48,007
"State Senate District 8 (2018), Texas",945219.0,,2628.0,,48,008
"State Senate District 9 (2018), Texas",902387.0,,5530.0,,48,009
"State Senate District 10 (2018), Texas",912860.0,,4245.0,,48,010
"State Senate District 11 (2018), Texas",879520.0,,3968.0,,48,011
"State Senate District 12 (2018), Texas",983996.0,,4515.0,,48,012
"State Senate District 13 (2018), Texas",886226.0,,7376.0,,48,013
"State Senate District 14 (2018), Texas",970392.0,,3428.0,,48,014
"State Senate District 15 (2018), Texas",911767.0,,7888.0,,48,015
"State Senate District 16 (2018), Texas",898224.0,,4087.0,,48,016
"State Senate District 17 (2018), Texas",913271.0,,6625.0,,48,017
"State Senate District 18 (2018), Texas",956463.0,,4370.0,,48,018
"State Senate District 19 (2018), Texas",901953.0,,4276.0,,48,019
"State Senate District 20 (2018), Texas",900121.0,,3915.0,,48,020
"State Senate District 21 (2018), Texas",888624.0,,3969.0,,48,021
"State Senate District 22 (2018), Texas",879234.0,,2358.0,,48,022
"State Senate District 23 (2018), Texas",887311.0,,4064.0,,48,023
"State Senate District 24 (2018), Texas",857714.0,,1897.0,,48,024
"State Senate District 25 (2018), Texas",971127.0,,3974.0,,48,025
"State Senate District 26 (2018), Texas",875275.0,,5239.0,,48,026
"State Senate District 27 (2018), Texas",829476.0,,3956.0,,48,027
"State Senate District 28 (2018), Texas",799687.0,,1166.0,,48,028
"State Senate District 29 (2018), Texas",853350.0,,-555555555.0,*****,48,029
"State Senate District 30 (2018), Texas",914739.0,,2569.0,,48,030
"State Senate District 31 (2018), Texas",861211.0,,197.0,,48,031
"State Senate District 1 (2018), Utah",98889.0,,2426.0,,49,001
"State Senate District 2 (2018), Utah",101082.0,,1570.0,,49,002
"State Senate District 3 (2018), Utah",99807.0,,1983.0,,49,003
"State Senate District 4 (2018), Utah",100280.0,,1392.0,,49,004
"State Senate District 5 (2018), Utah",99836.0,,1706.0,,49,005
"State Senate District 6 (2018), Utah",97580.0,,1347.0,,49,006
"State Senate District 7 (2018), Utah",108645.0,,1185.0,,49,007
"State Senate District 8 (2018), Utah",101483.0,,1229.0,,49,008
"State Senate District 9 (2018), Utah",98558.0,,1319.0,,49,009
"State Senate District 13 (2018), Utah",130996.0,,1581.0,,49,013
"State Senate District 10 (2018), Utah",128306.0,,2371.0,,49,010
"State Senate District 11 (2018), Utah",111676.0,,957.0,,49,011
"State Senate District 12 (2018), Utah",102465.0,,2200.0,,49,012
"State Senate District 14 (2018), Utah",104523.0,,1058.0,,49,014
"State Senate District 15 (2018), Utah",106900.0,,1325.0,,49,015
"State Senate District 16 (2018), Utah",97084.0,,1333.0,,49,016
"State Senate District 17 (2018), Utah",104602.0,,592.0,,49,017
"State Senate District 18 (2018), Utah",100060.0,,1421.0,,49,018
"State Senate District 19 (2018), Utah",103250.0,,1229.0,,49,019
"State Senate District 20 (2018), Utah",103899.0,,956.0,,49,020
"State Senate District 21 (2018), Utah",109932.0,,1462.0,,49,021
"State Senate District 22 (2018), Utah",106216.0,,1598.0,,49,022
"State Senate District 23 (2018), Utah",102273.0,,1185.0,,49,023
"State Senate District 24 (2018), Utah",99256.0,,484.0,,49,024
"State Senate District 25 (2018), Utah",102942.0,,435.0,,49,025
"State Senate District 26 (2018), Utah",109323.0,,754.0,,49,026
"State Senate District 27 (2018), Utah",98915.0,,793.0,,49,027
"State Senate District 28 (2018), Utah",107294.0,,708.0,,49,028
"State Senate District 29 (2018), Utah",109278.0,,693.0,,49,029
"Addison State Senate District (2018), Vermont",38839.0,,114.0,,50,ADD
"Bennington State Senate District (2018), Vermont",37437.0,,188.0,,50,BEN
"Caledonia State Senate District (2018), Vermont",39210.0,,250.0,,50,CAL
"Grand-Isle-Chittenden State Senate District (2018), Vermont",22615.0,,174.0,,50,CGI
"Chittenden State Senate District (2018), Vermont",142795.0,,118.0,,50,CHI
"Essex-Orleans State Senate District (2018), Vermont",38432.0,,306.0,,50,E-O
"Franklin State Senate District (2018), Vermont",47241.0,,342.0,,50,FRA
"Lamoille State Senate District (2018), Vermont",23446.0,,148.0,,50,LAM
"Orange State Senate District (2018), Vermont",20152.0,,250.0,,50,ORA
"Rutland State Senate District (2018), Vermont",58105.0,,177.0,,50,RUT
"Washington State Senate District (2018), Vermont",58477.0,,-555555555.0,*****,50,WAS
"Windham State Senate District (2018), Vermont",40033.0,,304.0,,50,WDM
"Windsor State Senate District (2018), Vermont",58195.0,,263.0,,50,WSR
"State Senate District 1 (2018), Virginia",203215.0,,2147.0,,51,001
"State Senate District 2 (2018), Virginia",198766.0,,2181.0,,51,002
"State Senate District 3 (2018), Virginia",215881.0,,1547.0,,51,003
"State Senate District 4 (2018), Virginia",209853.0,,1377.0,,51,004
"State Senate District 5 (2018), Virginia",206563.0,,2862.0,,51,005
"State Senate District 6 (2018), Virginia",194686.0,,2238.0,,51,006
"State Senate District 7 (2018), Virginia",206828.0,,1787.0,,51,007
"State Senate District 8 (2018), Virginia",201643.0,,2251.0,,51,008
"State Senate District 9 (2018), Virginia",207444.0,,2322.0,,51,009
"State Senate District 10 (2018), Virginia",211463.0,,2545.0,,51,010
"State Senate District 11 (2018), Virginia",218700.0,,2161.0,,51,011
"State Senate District 12 (2018), Virginia",217896.0,,2008.0,,51,012
"State Senate District 13 (2018), Virginia",256066.0,,2510.0,,51,013
"State Senate District 14 (2018), Virginia",212099.0,,2995.0,,51,014
"State Senate District 15 (2018), Virginia",191249.0,,1836.0,,51,015
"State Senate District 16 (2018), Virginia",212850.0,,2435.0,,51,016
"State Senate District 17 (2018), Virginia",221773.0,,1721.0,,51,017
"State Senate District 18 (2018), Virginia",201475.0,,1844.0,,51,018
"State Senate District 19 (2018), Virginia",199717.0,,1857.0,,51,019
"State Senate District 23 (2018), Virginia",208796.0,,1752.0,,51,023
"State Senate District 20 (2018), Virginia",194863.0,,1650.0,,51,020
"State Senate District 21 (2018), Virginia",205568.0,,1288.0,,51,021
"State Senate District 22 (2018), Virginia",198095.0,,1517.0,,51,022
"State Senate District 24 (2018), Virginia",210571.0,,1014.0,,51,024
"State Senate District 25 (2018), Virginia",204117.0,,1019.0,,51,025
"State Senate District 26 (2018), Virginia",210501.0,,719.0,,51,026
"State Senate District 27 (2018), Virginia",218022.0,,1220.0,,51,027
"State Senate District 28 (2018), Virginia",222932.0,,2052.0,,51,028
"State Senate District 29 (2018), Virginia",232495.0,,2501.0,,51,029
"State Senate District 30 (2018), Virginia",220685.0,,2566.0,,51,030
"State Senate District 31 (2018), Virginia",211968.0,,1934.0,,51,031
"State Senate District 32 (2018), Virginia",209105.0,,1869.0,,51,032
"State Senate District 33 (2018), Virginia",231941.0,,2254.0,,51,033
"State Senate District 34 (2018), Virginia",207124.0,,2195.0,,51,034
"State Senate District 35 (2018), Virginia",209298.0,,2687.0,,51,035
"State Senate District 36 (2018), Virginia",219444.0,,3300.0,,51,036
"State Senate District 37 (2018), Virginia",210181.0,,2791.0,,51,037
"State Senate District 38 (2018), Virginia",194236.0,,757.0,,51,038
"State Senate District 39 (2018), Virginia",214172.0,,2535.0,,51,039
"State Senate District 40 (2018), Virginia",191493.0,,957.0,,51,040
"State Senate District 1 (2018), Washington",158443.0,,1898.0,,53,001
"State Senate District 2 (2018), Washington",151993.0,,2245.0,,53,002
"State Senate District 3 (2018), Washington",135665.0,,1504.0,,53,003
"State Senate District 4 (2018), Washington",150400.0,,1367.0,,53,004
"State Senate District 5 (2018), Washington",155758.0,,1758.0,,53,005
"State Senate District 6 (2018), Washington",150060.0,,1924.0,,53,006
"State Senate District 7 (2018), Washington",139813.0,,1436.0,,53,007
"State Senate District 8 (2018), Washington",153400.0,,769.0,,53,008
"State Senate District 9 (2018), Washington",153419.0,,1279.0,,53,009
"State Senate District 10 (2018), Washington",144020.0,,1596.0,,53,010
"State Senate District 11 (2018), Washington",145643.0,,1942.0,,53,011
"State Senate District 12 (2018), Washington",144309.0,,966.0,,53,012
"State Senate District 13 (2018), Washington",146540.0,,762.0,,53,013
"State Senate District 17 (2018), Washington",149046.0,,1625.0,,53,017
"State Senate District 14 (2018), Washington",141152.0,,1745.0,,53,014
"State Senate District 15 (2018), Washington",142284.0,,1623.0,,53,015
"State Senate District 16 (2018), Washington",143121.0,,1588.0,,53,016
"State Senate District 18 (2018), Washington",152952.0,,1798.0,,53,018
"State Senate District 19 (2018), Washington",139508.0,,1488.0,,53,019
"State Senate District 20 (2018), Washington",141921.0,,1819.0,,53,020
"State Senate District 21 (2018), Washington",156051.0,,2594.0,,53,021
"State Senate District 22 (2018), Washington",150206.0,,1328.0,,53,022
"State Senate District 23 (2018), Washington",147053.0,,1600.0,,53,023
"State Senate District 24 (2018), Washington",140310.0,,902.0,,53,024
"State Senate District 25 (2018), Washington",147696.0,,1769.0,,53,025
"State Senate District 26 (2018), Washington",142707.0,,2432.0,,53,026
"State Senate District 27 (2018), Washington",145932.0,,1816.0,,53,027
"State Senate District 28 (2018), Washington",147916.0,,1616.0,,53,028
"State Senate District 29 (2018), Washington",146810.0,,2529.0,,53,029
"State Senate District 30 (2018), Washington",147454.0,,1485.0,,53,030
"State Senate District 31 (2018), Washington",151521.0,,1810.0,,53,031
"State Senate District 32 (2018), Washington",146420.0,,1745.0,,53,032
"State Senate District 33 (2018), Washington",148120.0,,1523.0,,53,033
"State Senate District 34 (2018), Washington",152640.0,,2141.0,,53,034
"State Senate District 35 (2018), Washington",142386.0,,1739.0,,53,035
"State Senate District 36 (2018), Washington",166692.0,,2014.0,,53,036
"State Senate District 37 (2018), Washington",158936.0,,2474.0,,53,037
"State Senate District 38 (2018), Washington",143520.0,,1886.0,,53,038
"State Senate District 39 (2018), Washington",147791.0,,2249.0,,53,039
"State Senate District 40 (2018), Washington",145893.0,,1755.0,,53,040
"State Senate District 41 (2018), Washington",152734.0,,1592.0,,53,041
"State Senate District 42 (2018), Washington",148144.0,,1407.0,,53,042
"State Senate District 43 (2018), Washington",164586.0,,2611.0,,53,043
"State Senate District 44 (2018), Washington",153325.0,,1774.0,,53,044
"State Senate District 45 (2018), Washington",152175.0,,1707.0,,53,045
"State Senate District 46 (2018), Washington",153444.0,,1827.0,,53,046
"State Senate District 47 (2018), Washington",149381.0,,1855.0,,53,047
"State Senate District 48 (2018), Washington",156938.0,,1715.0,,53,048
"State Senate District 49 (2018), Washington",148108.0,,1658.0,,53,049
"State Senate District 1 (2018), West Virginia",98726.0,,524.0,,54,001
"State Senate District 2 (2018), West Virginia",109351.0,,1584.0,,54,002
"State Senate District 3 (2018), West Virginia",104085.0,,438.0,,54,003
"State Senate District 4 (2018), West Virginia",104887.0,,933.0,,54,004
"State Senate District 5 (2018), West Virginia",111927.0,,741.0,,54,005
"State Senate District 6 (2018), West Virginia",106323.0,,1018.0,,54,006
"State Senate District 7 (2018), West Virginia",97919.0,,1105.0,,54,007
"State Senate District 8 (2018), West Virginia",100595.0,,1603.0,,54,008
"State Senate District 9 (2018), West Virginia",99940.0,,370.0,,54,009
"State Senate District 10 (2018), West Virginia",105958.0,,-555555555.0,*****,54,010
"State Senate District 11 (2018), West Virginia",111900.0,,342.0,,54,011
"State Senate District 12 (2018), West Virginia",111945.0,,307.0,,54,012
"State Senate District 13 (2018), West Virginia",119713.0,,1266.0,,54,013
"State Senate District 14 (2018), West Virginia",114911.0,,924.0,,54,014
"State Senate District 15 (2018), West Virginia",119259.0,,1390.0,,54,015
"State Senate District 16 (2018), West Virginia",109798.0,,1352.0,,54,016
"State Senate District 17 (2018), West Virginia",101817.0,,1477.0,,54,017
"State Senate District 1 (2018), Wisconsin",176998.0,,843.0,,55,001
"State Senate District 2 (2018), Wisconsin",176926.0,,1238.0,,55,002
"State Senate District 3 (2018), Wisconsin",171517.0,,2353.0,,55,003
"State Senate District 4 (2018), Wisconsin",172396.0,,2411.0,,55,004
"State Senate District 5 (2018), Wisconsin",175362.0,,1069.0,,55,005
"State Senate District 6 (2018), Wisconsin",169486.0,,2189.0,,55,006
"State Senate District 7 (2018), Wisconsin",177703.0,,1346.0,,55,007
"State Senate District 8 (2018), Wisconsin",175724.0,,756.0,,55,008
"State Senate District 9 (2018), Wisconsin",170840.0,,370.0,,55,009
"State Senate District 10 (2018), Wisconsin",174988.0,,413.0,,55,010
"State Senate District 11 (2018), Wisconsin",174807.0,,1045.0,,55,011
"State Senate District 12 (2018), Wisconsin",169486.0,,521.0,,55,012
"State Senate District 13 (2018), Wisconsin",175042.0,,711.0,,55,013
"State Senate District 14 (2018), Wisconsin",169298.0,,801.0,,55,014
"State Senate District 15 (2018), Wisconsin",173616.0,,881.0,,55,015
"State Senate District 19 (2018), Wisconsin",179035.0,,349.0,,55,019
"State Senate District 16 (2018), Wisconsin",185508.0,,1546.0,,55,016
"State Senate District 17 (2018), Wisconsin",173136.0,,591.0,,55,017
"State Senate District 18 (2018), Wisconsin",173877.0,,473.0,,55,018
"State Senate District 20 (2018), Wisconsin",173976.0,,571.0,,55,020
"State Senate District 21 (2018), Wisconsin",174836.0,,1011.0,,55,021
"State Senate District 22 (2018), Wisconsin",171630.0,,1064.0,,55,022
"State Senate District 23 (2018), Wisconsin",175134.0,,698.0,,55,023
"State Senate District 24 (2018), Wisconsin",172113.0,,571.0,,55,024
"State Senate District 25 (2018), Wisconsin",169280.0,,308.0,,55,025
"State Senate District 26 (2018), Wisconsin",189072.0,,1346.0,,55,026
"State Senate District 27 (2018), Wisconsin",184178.0,,1078.0,,55,027
"State Senate District 28 (2018), Wisconsin",175769.0,,1443.0,,55,028
"State Senate District 29 (2018), Wisconsin",172543.0,,502.0,,55,029
"State Senate District 30 (2018), Wisconsin",177528.0,,1200.0,,55,030
"State Senate District 31 (2018), Wisconsin",175157.0,,548.0,,55,031
"State Senate District 32 (2018), Wisconsin",175820.0,,341.0,,55,032
"State Senate District 33 (2018), Wisconsin",175613.0,,566.0,,55,033
"State Senate District 1 (2018), Wyoming",19787.0,,1070.0,,56,001
"State Senate District 2 (2018), Wyoming",19220.0,,657.0,,56,002
"State Senate District 3 (2018), Wyoming",20096.0,,327.0,,56,003
"State Senate District 4 (2018), Wyoming",20230.0,,1095.0,,56,004
"State Senate District 5 (2018), Wyoming",17741.0,,861.0,,56,005
"State Senate District 6 (2018), Wyoming",21349.0,,999.0,,56,006
"State Senate District 7 (2018), Wyoming",18051.0,,1101.0,,56,007
"State Senate District 8 (2018), Wyoming",20901.0,,921.0,,56,008
"State Senate District 9 (2018), Wyoming",17950.0,,686.0,,56,009
"State Senate District 10 (2018), Wyoming",19954.0,,690.0,,56,010
"State Senate District 11 (2018), Wyoming",16885.0,,373.0,,56,011
"State Senate District 12 (2018), Wyoming",18190.0,,746.0,,56,012
"State Senate District 13 (2018), Wyoming",20817.0,,967.0,,56,013
"State Senate District 14 (2018), Wyoming",18330.0,,1081.0,,56,014
"State Senate District 15 (2018), Wyoming",19135.0,,382.0,,56,015
"State Senate District 16 (2018), Wyoming",19754.0,,877.0,,56,016
"State Senate District 17 (2018), Wyoming",19311.0,,676.0,,56,017
"State Senate District 18 (2018), Wyoming",18430.0,,629.0,,56,018
"State Senate District 19 (2018), Wyoming",18037.0,,696.0,,56,019
"State Senate District 20 (2018), Wyoming",18017.0,,482.0,,56,020
"State Senate District 21 (2018), Wyoming",19391.0,,750.0,,56,021
"State Senate District 22 (2018), Wyoming",19136.0,,750.0,,56,022
"State Senate District 23 (2018), Wyoming",21554.0,,1423.0,,56,023
"State Senate District 24 (2018), Wyoming",19537.0,,924.0,,56,024
"State Senate District 25 (2018), Wyoming",19792.0,,470.0,,56,025
"State Senate District 26 (2018), Wyoming",19631.0,,461.0,,56,026
"State Senate District 27 (2018), Wyoming",22398.0,,1064.0,,56,027
"State Senate District 28 (2018), Wyoming",17971.0,,1073.0,,56,028
"State Senate District 29 (2018), Wyoming",20874.0,,758.0,,56,029
"State Senate District 30 (2018), Wyoming",19367.0,,789.0,,56,030
