area,vaccinations,pop_2019,vaccinations_pct,update_date
Unincorporated - Hacienda Heights,16633,46574,35.7,2021-04-04
Unincorporated - Harbor Gateway,Unreliable Data,1,Unreliable Data,2021-04-04
Unincorporated - Hawthorne,484,1856,26.1,2021-04-04
Unincorporated - Hi Vista,132,852,15.5,2021-04-04
Unincorporated - Kagel/Lopez Canyons,205,1057,19.4,2021-04-04
Unincorporated - La Crescenta-Montrose,6055,16603,36.5,2021-04-04
Unincorporated - La Habra Heights,103,595,17.3,2021-04-04
Unincorporated - La Rambla,424,1643,25.8,2021-04-04
Unincorporated - La Verne,614,1616,38,2021-04-04
Unincorporated - Ladera Heights,2577,6058,42.5,2021-04-04
Unincorporated - Lake Hughes,50,499,10,2021-04-04
Unincorporated - Lake Los Angeles,1515,9635,15.7,2021-04-04
Unincorporated - Lake Manor,386,1380,28,2021-04-04
Unincorporated - Lakewood,29,104,27.9,2021-04-04
Unincorporated - Lennox,3444,16313,21.1,2021-04-04
Unincorporated - Leona Valley,280,1547,18.1,2021-04-04
Unincorporated - Littlerock,467,3194,14.6,2021-04-04
Unincorporated - Littlerock/Juniper Hills,288,1210,23.8,2021-04-04
Unincorporated - Littlerock/Pearblossom,448,2757,16.2,2021-04-04
Unincorporated - Llano,109,734,14.9,2021-04-04
Unincorporated - Long Beach,501,1229,40.8,2021-04-04
Unincorporated - Lynwood,Unreliable Data,0,Unreliable Data,2021-04-04
Unincorporated - Marina del Rey,2656,8322,31.9,2021-04-04
Unincorporated - Miracle Mile,Unreliable Data,3,Unreliable Data,2021-04-04
Unincorporated - Monrovia,1084,3124,34.7,2021-04-04
Unincorporated - Newhall,42,175,24,2021-04-04
Unincorporated - North Lancaster,237,1021,23.2,2021-04-04
Unincorporated - North Whittier,2288,6521,35.1,2021-04-04
Unincorporated - Northeast San Gabriel,7001,19550,35.8,2021-04-04
Unincorporated - Padua Hills,55,128,43,2021-04-04
Unincorporated - Palmdale,59,589,10,2021-04-04
Unincorporated - Palos Verdes Peninsula,204,547,37.3,2021-04-04
Unincorporated - Pearblossom/Llano,158,1630,9.7,2021-04-04
Unincorporated - Pellissier Village,144,454,31.7,2021-04-04
Unincorporated - Placerita Canyon,38,335,11.3,2021-04-04
Unincorporated - Pomona,133,1792,7.4,2021-04-04
Unincorporated - Quartz Hill,2379,10420,22.8,2021-04-04
Unincorporated - Rancho Dominguez,616,2239,27.5,2021-04-04
Unincorporated - Roosevelt,113,701,16.1,2021-04-04
Unincorporated - Rosewood,234,1027,22.8,2021-04-04
Unincorporated - Rosewood/East Gardena,300,975,30.8,2021-04-04
Unincorporated - Rosewood/West Rancho Dominguez,447,2572,17.4,2021-04-04
Unincorporated - Rowland Heights,14237,42449,33.5,2021-04-04
Unincorporated - San Clemente Island,Unreliable Data,4,Unreliable Data,2021-04-04
Unincorporated - San Francisquito Canyon/Bouquet Canyon,73,137,53.3,2021-04-04
Unincorporated - San Jose Hills,3819,15181,25.2,2021-04-04
Unincorporated - San Pasqual,758,1605,47.2,2021-04-04
Unincorporated - Sand Canyon,101,277,36.5,2021-04-04
Unincorporated - Santa Catalina Island,25,247,10.1,2021-04-04
Unincorporated - Santa Monica Mountains,5033,15724,32,2021-04-04
Unincorporated - Saugus,121,133,91,2021-04-04
Unincorporated - Saugus/Canyon Country,167,332,50.3,2021-04-04
Unincorporated - South Antelope Valley,69,413,16.7,2021-04-04
Unincorporated - South Edwards,Unreliable Data,0,Unreliable Data,2021-04-04
Unincorporated - South El Monte,319,1340,23.8,2021-04-04
Unincorporated - South San Gabriel,2814,7371,38.2,2021-04-04
Unincorporated - South Whittier,12099,45651,26.5,2021-04-04
Unincorporated - Southeast Antelope Valley,109,614,17.8,2021-04-04
Unincorporated - Stevenson Ranch,5655,16712,33.8,2021-04-04
Unincorporated - Sun Village,801,4525,17.7,2021-04-04
Unincorporated - Sunrise Village,323,1022,31.6,2021-04-04
Unincorporated - Twin Lakes/Oat Mountain,457,1362,33.6,2021-04-04
Unincorporated - Universal City,8,0,,2021-04-04
Unincorporated - Val Verde,604,2619,23.1,2021-04-04
Unincorporated - Valencia,862,2192,39.3,2021-04-04
Unincorporated - Valinda,5377,17856,30.1,2021-04-04
Unincorporated - View Park/Windsor Hills,3765,9812,38.4,2021-04-04
Unincorporated - Walnut,Unreliable Data,0,Unreliable Data,2021-04-04
Unincorporated - Walnut Park,3142,12006,26.2,2021-04-04
Unincorporated - West Antelope Valley,181,1318,13.7,2021-04-04
Unincorporated - West Carson,6737,18052,37.3,2021-04-04
Unincorporated - West Chatsworth,Unreliable Data,11,Unreliable Data,2021-04-04
Unincorporated - West LA,141,868,16.2,2021-04-04
Unincorporated - West Puente Valley,2281,7626,29.9,2021-04-04
Unincorporated - West Rancho Dominguez,239,1056,22.6,2021-04-04
Unincorporated - West Whittier/Los Nietos,6411,20804,30.8,2021-04-04
Unincorporated - Westfield/Academy Hills,555,1121,49.5,2021-04-04
Unincorporated - Westhills,312,751,41.5,2021-04-04
Unincorporated - White Fence Farms,743,3272,22.7,2021-04-04
Unincorporated - Whittier,1337,3155,42.4,2021-04-04
Unincorporated - Whittier Narrows,Unreliable Data,10,Unreliable Data,2021-04-04
Unincorporated - Willowbrook,4928,25308,19.5,2021-04-04
Unincorporated - Wiseburn,1590,4721,33.7,2021-04-04
City of Agoura Hills,6789,17447,38.9,2021-04-05
City of Alhambra,26633,71313,37.3,2021-04-05
City of Arcadia,18704,49666,37.7,2021-04-05
City of Artesia,4895,13877,35.3,2021-04-05
City of Avalon,308,3000,10.3,2021-04-05
City of Azusa,10449,39805,26.3,2021-04-05
City of Baldwin Park,17077,58253,29.3,2021-04-05
City of Bell,5994,26746,22.4,2021-04-05
City of Bell Gardens,6554,30840,21.3,2021-04-05
City of Bellflower,15769,59564,26.5,2021-04-05
City of Beverly Hills,13483,29659,45.5,2021-04-05
City of Bradbury,233,925,25.2,2021-04-05
City of Burbank,27626,87289,31.6,2021-04-05
City of Calabasas,8439,19988,42.2,2021-04-05
City of Carson,26757,75272,35.5,2021-04-05
City of Cerritos,19427,43608,44.5,2021-04-05
City of Claremont,12313,31632,38.9,2021-04-05
City of Commerce,3063,9779,31.3,2021-04-05
City of Compton,13217,70809,18.7,2021-04-05
City of Covina,13607,38659,35.2,2021-04-05
City of Cudahy,3380,17477,19.3,2021-04-05
City of Culver City,13819,32840,42.1,2021-04-05
City of Diamond Bar,18371,48623,37.8,2021-04-05
City of Downey,28380,88272,32.2,2021-04-05
City of Duarte,6832,17654,38.7,2021-04-05
City of El Monte,25006,88826,28.2,2021-04-05
City of El Segundo,4710,14019,33.6,2021-04-05
City of Gardena,15886,48335,32.9,2021-04-05
City of Glendale,49420,173192,28.5,2021-04-05
City of Glendora,15662,42883,36.5,2021-04-05
City of Hawaiian Gardens,2263,10728,21.1,2021-04-05
City of Hawthorne,16331,65780,24.8,2021-04-05
City of Hermosa Beach,5812,16389,35.5,2021-04-05
City of Hidden Hills,597,1631,36.6,2021-04-05
City of Huntington Park,9607,43564,22.1,2021-04-05
City of Industry,Unreliable Data,385,Unreliable Data,2021-04-05
City of Inglewood,21912,86385,25.4,2021-04-05
City of Irwindale,455,1212,37.5,2021-04-05
City of La Canada Flintridge,7862,17805,44.2,2021-04-05
City of La Habra Heights,943,4779,19.7,2021-04-05
City of La Mirada,13455,40803,33,2021-04-05
City of La Puente,8369,31049,27,2021-04-05
City of La Verne,10158,27927,36.4,2021-04-05
City of Lakewood,22192,64711,34.3,2021-04-05
City of Lancaster,25639,120142,21.3,2021-04-05
City of Lawndale,6278,25528,24.6,2021-04-05
City of Lomita,5294,16469,32.1,2021-04-05
City of Long Beach,120298,369335,32.6,2021-04-05
City of Lynwood,12081,51504,23.5,2021-04-05
City of Malibu,3358,10697,31.4,2021-04-05
City of Manhattan Beach,12021,28733,41.8,2021-04-05
City of Maywood,4521,20131,22.5,2021-04-05
City of Monrovia,10559,30249,34.9,2021-04-05
City of Montebello,15539,49946,31.1,2021-04-05
City of Monterey Park,20267,51545,39.3,2021-04-05
City of Norwalk,24394,82126,29.7,2021-04-05
City of Palmdale,27129,117298,23.1,2021-04-05
City of Palos Verdes Estates,5091,11696,43.5,2021-04-05
City of Paramount,9131,40656,22.5,2021-04-05
City of Pasadena,47702,117771,40.5,2021-04-05
City of Pico Rivera,16363,49558,33,2021-04-05
City of Pomona,28193,115688,24.4,2021-04-05
City of Rancho Palos Verdes,15585,36530,42.7,2021-04-05
City of Redondo Beach,19542,54241,36,2021-04-05
City of Rolling Hills,696,1722,40.4,2021-04-05
City of Rolling Hills Estates,3315,7093,46.7,2021-04-05
City of Rosemead,15470,44628,34.7,2021-04-05
City of San Dimas,10562,29065,36.3,2021-04-05
City of San Fernando,4853,18698,26,2021-04-05
City of San Gabriel,12309,33721,36.5,2021-04-05
City of San Marino,5023,11148,45.1,2021-04-05
City of Santa Clarita,57080,170660,33.4,2021-04-05
City of Santa Fe Springs,4664,14475,32.2,2021-04-05
City of Santa Monica,30087,80251,37.5,2021-04-05
City of Sierra Madre,4229,9255,45.7,2021-04-05
City of Signal Hill,3362,9046,37.2,2021-04-05
City of South El Monte,4347,15858,27.4,2021-04-05
City of South Gate,18526,71455,25.9,2021-04-05
City of South Pasadena,9418,21506,43.8,2021-04-05
City of Temple City,11931,30661,38.9,2021-04-05
City of Torrance,44653,121277,36.8,2021-04-05
City of Vernon,188,222,84.7,2021-04-05
City of Walnut,10993,26458,41.5,2021-04-05
City of West Covina,31726,86215,36.8,2021-04-05
City of West Hollywood,11379,34195,33.3,2021-04-05
City of Westlake Village,1754,7234,24.2,2021-04-05
City of Whittier,22500,68364,32.9,2021-04-05
Los Angeles - Adams-Normandie,1562,6300,24.8,2021-04-05
Los Angeles - Alsace,2167,9200,23.6,2021-04-05
Los Angeles - Angeles National Forest,Unreliable Data,38,Unreliable Data,2021-04-05
Los Angeles - Angelino Heights,601,2031,29.6,2021-04-05
Los Angeles - Arleta,7744,26334,29.4,2021-04-05
Los Angeles - Atwater Village,4658,12520,37.2,2021-04-05
Los Angeles - Baldwin Hills,6251,23952,26.1,2021-04-05
Los Angeles - Bel Air,3251,6968,46.7,2021-04-05
Los Angeles - Beverly Crest,4752,9960,47.7,2021-04-05
Los Angeles - Beverlywood,4355,9756,44.6,2021-04-05
Los Angeles - Boyle Heights,15914,62635,25.4,2021-04-05
Los Angeles - Brentwood,11332,25799,43.9,2021-04-05
Los Angeles - Brookside,245,457,53.6,2021-04-05
Los Angeles - Cadillac-Corning,1284,5425,23.7,2021-04-05
Los Angeles - Canoga Park,12250,49538,24.7,2021-04-05
Los Angeles - Carthay,5180,12341,42,2021-04-05
Los Angeles - Central,4774,27297,17.5,2021-04-05
Los Angeles - Century City,5219,10382,50.3,2021-04-05
Los Angeles - Century Palms/Cove,3976,23682,16.8,2021-04-05
Los Angeles - Chatsworth,11911,31125,38.3,2021-04-05
Los Angeles - Cheviot Hills,4007,7134,56.2,2021-04-05
Los Angeles - Chinatown,2138,7292,29.3,2021-04-05
Los Angeles - Cloverdale/Cochran,2769,11269,24.6,2021-04-05
Los Angeles - Country Club Park,4125,12311,33.5,2021-04-05
Los Angeles - Crenshaw District,3299,10847,30.4,2021-04-05
Los Angeles - Crestview,3289,8801,37.4,2021-04-05
Los Angeles - Del Rey,7721,24080,32.1,2021-04-05
Los Angeles - Downtown,10040,32035,31.3,2021-04-05
Los Angeles - Eagle Rock,12060,32330,37.3,2021-04-05
Los Angeles - East Hollywood,5758,23676,24.3,2021-04-05
Los Angeles - Echo Park,3764,11936,31.5,2021-04-05
Los Angeles - El Sereno,10247,32207,31.8,2021-04-05
Los Angeles - Elysian Park,1905,4748,40.1,2021-04-05
Los Angeles - Elysian Valley,2643,8038,32.9,2021-04-05
Los Angeles - Encino,17052,36474,46.8,2021-04-05
Los Angeles - Exposition,797,2593,30.7,2021-04-05
Los Angeles - Exposition Park,7806,35075,22.3,2021-04-05
Los Angeles - Faircrest Heights,1013,2876,35.2,2021-04-05
Los Angeles - Figueroa Park Square,1351,6545,20.6,2021-04-05
Los Angeles - Florence-Firestone,5791,32670,17.7,2021-04-05
Los Angeles - Glassell Park,8594,24832,34.6,2021-04-05
Los Angeles - Gramercy Place,2471,8657,28.5,2021-04-05
Los Angeles - Granada Hills,17250,47949,36,2021-04-05
Los Angeles - Green Meadows,2692,14809,18.2,2021-04-05
Los Angeles - Hancock Park,5688,13402,42.4,2021-04-05
Los Angeles - Harbor City,6651,22449,29.6,2021-04-05
Los Angeles - Harbor Gateway,7796,32717,23.8,2021-04-05
Los Angeles - Harbor Pines,621,1885,32.9,2021-04-05
Los Angeles - Harvard Heights,3149,13648,23.1,2021-04-05
Los Angeles - Harvard Park,6269,27989,22.4,2021-04-05
Los Angeles - Highland Park,11547,36926,31.3,2021-04-05
Los Angeles - Historic Filipinotown,3130,10974,28.5,2021-04-05
Los Angeles - Hollywood,14215,60385,23.5,2021-04-05
Los Angeles - Hollywood Hills,8458,25398,33.3,2021-04-05
Los Angeles - Hyde Park,5345,21809,24.5,2021-04-05
Los Angeles - Jefferson Park,1704,6031,28.3,2021-04-05
Los Angeles - Koreatown,9768,41524,23.5,2021-04-05
Los Angeles - Lafayette Square,906,3505,25.8,2021-04-05
Los Angeles - Lake Balboa,8910,32423,27.5,2021-04-05
Los Angeles - Lakeview Terrace,2897,10043,28.8,2021-04-05
Los Angeles - Leimert Park,3394,12337,27.5,2021-04-05
Los Angeles - Lincoln Heights,7188,24798,29,2021-04-05
Los Angeles - Little Armenia,1364,6705,20.3,2021-04-05
Los Angeles - Little Bangladesh,5803,22870,25.4,2021-04-05
Los Angeles - Little Tokyo,1388,2876,48.3,2021-04-05
Los Angeles - Longwood,907,3338,27.2,2021-04-05
Los Angeles - Los Feliz,6650,18552,35.8,2021-04-05
Los Angeles - Manchester Square,1653,6716,24.6,2021-04-05
Los Angeles - Mandeville Canyon,1341,2580,52,2021-04-05
Los Angeles - Mar Vista,12133,33940,35.7,2021-04-05
Los Angeles - Marina Peninsula,1516,3765,40.3,2021-04-05
Los Angeles - Melrose,18889,62874,30,2021-04-05
Los Angeles - Mid-city,3981,12179,32.7,2021-04-05
Los Angeles - Miracle Mile,5001,15322,32.6,2021-04-05
Los Angeles - Mission Hills,5933,18827,31.5,2021-04-05
Los Angeles - Mt. Washington,6280,18940,33.2,2021-04-05
Los Angeles - North Hills,12542,46307,27.1,2021-04-05
Los Angeles - North Hollywood,27388,119496,22.9,2021-04-05
Los Angeles - Northridge,18767,58451,32.1,2021-04-05
Los Angeles - Pacific Palisades,8095,16920,47.8,2021-04-05
Los Angeles - Pacoima,12359,54673,22.6,2021-04-05
Los Angeles - Palisades Highlands,1492,3182,46.9,2021-04-05
Los Angeles - Palms,10926,36258,30.1,2021-04-05
Los Angeles - Panorama City,13635,55481,24.6,2021-04-05
Los Angeles - Park La Brea,2630,10676,24.6,2021-04-05
Los Angeles - Pico-Union,7194,31571,22.8,2021-04-05
Los Angeles - Playa Del Rey,905,2671,33.9,2021-04-05
Los Angeles - Playa Vista,3846,8995,42.8,2021-04-05
Los Angeles - Porter Ranch,13223,29811,44.4,2021-04-05
Los Angeles - Rancho Park,2600,4981,52.2,2021-04-05
Los Angeles - Regent Square,645,2190,29.5,2021-04-05
Los Angeles - Reseda,19271,59993,32.1,2021-04-05
Los Angeles - Reseda Ranch,1102,3673,30,2021-04-05
Los Angeles - Reynier Village,1193,3290,36.3,2021-04-05
Los Angeles - San Pedro,17133,60461,28.3,2021-04-05
Los Angeles - Shadow Hills,1118,3772,29.6,2021-04-05
Los Angeles - Sherman Oaks,26451,71049,37.2,2021-04-05
Los Angeles - Silverlake,13008,36752,35.4,2021-04-05
Los Angeles - South Carthay,3128,8350,37.5,2021-04-05
Los Angeles - South Park,4579,26088,17.6,2021-04-05
Los Angeles - St Elmo Village,749,3466,21.6,2021-04-05
Los Angeles - Studio City,7110,18611,38.2,2021-04-05
Los Angeles - Sun Valley,10295,39885,25.8,2021-04-05
Los Angeles - Sunland,4883,17070,28.6,2021-04-05
Los Angeles - Sycamore Square,162,551,29.4,2021-04-05
Los Angeles - Sylmar,17631,61824,28.5,2021-04-05
Los Angeles - Tarzana,10142,24965,40.6,2021-04-05
Los Angeles - Temple-Beaudry,7354,30759,23.9,2021-04-05
Los Angeles - Thai Town,1771,8596,20.6,2021-04-05
Los Angeles - Toluca Lake,2487,7548,32.9,2021-04-05
Los Angeles - Toluca Terrace,348,977,35.6,2021-04-05
Los Angeles - Toluca Woods,548,1562,35.1,2021-04-05
Los Angeles - Tujunga,6176,22814,27.1,2021-04-05
Los Angeles - University Hills,688,2819,24.4,2021-04-05
Los Angeles - University Park,4726,23588,20,2021-04-05
Los Angeles - Valley Glen,5812,23760,24.5,2021-04-05
Los Angeles - Valley Village,6530,20238,32.3,2021-04-05
Los Angeles - Van Nuys,15182,69836,21.7,2021-04-05
Los Angeles - Venice,8802,28262,31.1,2021-04-05
Los Angeles - Vermont Knolls,2578,12638,20.4,2021-04-05
Los Angeles - Vermont Square,1450,5658,25.6,2021-04-05
Los Angeles - Vermont Vista,4466,28185,15.8,2021-04-05
Los Angeles - Vernon Central,6252,35744,17.5,2021-04-05
Los Angeles - Victoria Park,1601,6416,25,2021-04-05
Los Angeles - View Heights,965,3038,31.8,2021-04-05
Los Angeles - Watts,4762,28307,16.8,2021-04-05
Los Angeles - Wellington Square,1036,3743,27.7,2021-04-05
Los Angeles - West Adams,6091,21042,28.9,2021-04-05
Los Angeles - West Hills,13842,33945,40.8,2021-04-05
Los Angeles - West Los Angeles,11071,32337,34.2,2021-04-05
Los Angeles - West Vernon,8575,39282,21.8,2021-04-05
Los Angeles - Westchester,14297,42616,33.5,2021-04-05
Los Angeles - Westlake,8467,46290,18.3,2021-04-05
Los Angeles - Westwood,14784,48461,30.5,2021-04-05
Los Angeles - Wholesale District,9425,31989,29.5,2021-04-05
Los Angeles - Wilmington,8743,40636,21.5,2021-04-05
Los Angeles - Wilshire Center,10203,39616,25.8,2021-04-05
Los Angeles - Winnetka,12624,40246,31.4,2021-04-05
Los Angeles - Woodland Hills,22010,55829,39.4,2021-04-05
Unincorporated - Acton,1354,6783,20,2021-04-05
Unincorporated - Agua Dulce,816,3648,22.4,2021-04-05
Unincorporated - Altadena,14144,35764,39.5,2021-04-05
Unincorporated - Anaverde,277,1238,22.4,2021-04-05
Unincorporated - Angeles National Forest,229,1075,21.3,2021-04-05
Unincorporated - Arcadia,2633,6424,41,2021-04-05
Unincorporated - Athens Village,990,3643,27.2,2021-04-05
Unincorporated - Athens-Westmont,6170,31407,19.6,2021-04-05
Unincorporated - Avocado Heights,1327,5184,25.6,2021-04-05
Unincorporated - Azusa,3054,11706,26.1,2021-04-05
Unincorporated - Bandini Islands,Unreliable Data,0,Unreliable Data,2021-04-05
Unincorporated - Bassett,3580,11310,31.7,2021-04-05
Unincorporated - Bouquet Canyon,176,882,20,2021-04-05
Unincorporated - Bradbury,262,280,93.6,2021-04-05
Unincorporated - Canyon Country,382,1522,25.1,2021-04-05
Unincorporated - Castaic,5299,22023,24.1,2021-04-05
Unincorporated - Cerritos,155,450,34.4,2021-04-05
Unincorporated - Charter Oak,6,19,31.6,2021-04-05
Unincorporated - Claremont,148,536,27.6,2021-04-05
Unincorporated - Covina,4392,13359,32.9,2021-04-05
Unincorporated - Covina (Charter Oak),3156,10639,29.7,2021-04-05
Unincorporated - Del Aire,1147,3491,32.9,2021-04-05
Unincorporated - Del Rey,121,364,33.2,2021-04-05
Unincorporated - Del Sur,385,2078,18.5,2021-04-05
Unincorporated - Desert View Highlands,385,1943,19.8,2021-04-05
Unincorporated - Duarte,945,3315,28.5,2021-04-05
Unincorporated - East Covina,114,305,37.4,2021-04-05
Unincorporated - East La Mirada,1412,4324,32.7,2021-04-05
Unincorporated - East Lancaster,14,90,15.6,2021-04-05
Unincorporated - East Los Angeles,24050,90890,26.5,2021-04-05
Unincorporated - East Pasadena,2601,6254,41.6,2021-04-05
Unincorporated - East Rancho Dominguez,2127,10660,20,2021-04-05
Unincorporated - East Whittier,1154,4179,27.6,2021-04-05
Unincorporated - El Camino Village,2222,6573,33.8,2021-04-05
Unincorporated - El Monte,22,98,22.4,2021-04-05
Unincorporated - Elizabeth Lake,188,1410,13.3,2021-04-05
Unincorporated - Florence-Firestone,9108,45509,20,2021-04-05
Unincorporated - Franklin Canyon,Unreliable Data,11,Unreliable Data,2021-04-05
Unincorporated - Glendora,190,578,32.9,2021-04-05
Unincorporated - Hacienda Heights,16633,46574,35.7,2021-04-05
Unincorporated - Harbor Gateway,Unreliable Data,1,Unreliable Data,2021-04-05
Unincorporated - Hawthorne,484,1856,26.1,2021-04-05
Unincorporated - Hi Vista,132,852,15.5,2021-04-05
Unincorporated - Kagel/Lopez Canyons,205,1057,19.4,2021-04-05
Unincorporated - La Crescenta-Montrose,6055,16603,36.5,2021-04-05
Unincorporated - La Habra Heights,103,595,17.3,2021-04-05
Unincorporated - La Rambla,424,1643,25.8,2021-04-05
Unincorporated - La Verne,614,1616,38,2021-04-05
Unincorporated - Ladera Heights,2577,6058,42.5,2021-04-05
Unincorporated - Lake Hughes,50,499,10,2021-04-05
Unincorporated - Lake Los Angeles,1515,9635,15.7,2021-04-05
Unincorporated - Lake Manor,386,1380,28,2021-04-05
Unincorporated - Lakewood,29,104,27.9,2021-04-05
Unincorporated - Lennox,3444,16313,21.1,2021-04-05
Unincorporated - Leona Valley,280,1547,18.1,2021-04-05
Unincorporated - Littlerock,467,3194,14.6,2021-04-05
Unincorporated - Littlerock/Juniper Hills,288,1210,23.8,2021-04-05
Unincorporated - Littlerock/Pearblossom,448,2757,16.2,2021-04-05
Unincorporated - Llano,109,734,14.9,2021-04-05
Unincorporated - Long Beach,501,1229,40.8,2021-04-05
Unincorporated - Lynwood,Unreliable Data,0,Unreliable Data,2021-04-05
