jurisdiction_of_occurrence,mmwr_year,mmwr_week,week_ending_date,all_cause,natural_cause
Alabama,2018,30,2018-07-28,930.0,845.0
Alabama,2018,31,2018-08-04,960.0,871.0
Alabama,2018,32,2018-08-11,969.0,883.0
Alabama,2018,33,2018-08-18,938.0,881.0
Alabama,2018,34,2018-08-25,943.0,882.0
Alabama,2018,35,2018-09-01,936.0,867.0
Alabama,2018,36,2018-09-08,944.0,871.0
Alabama,2018,37,2018-09-15,912.0,830.0
Alabama,2018,38,2018-09-22,998.0,921.0
Alabama,2018,39,2018-09-29,972.0,890.0
Alabama,2018,40,2018-10-06,945.0,874.0
Alabama,2018,41,2018-10-13,943.0,874.0
Alabama,2018,42,2018-10-20,971.0,897.0
Alabama,2018,43,2018-10-27,993.0,910.0
Alabama,2018,44,2018-11-03,927.0,851.0
Alabama,2018,45,2018-11-10,963.0,892.0
Alabama,2018,46,2018-11-17,1055.0,988.0
Alabama,2018,47,2018-11-24,1009.0,920.0
Alabama,2018,48,2018-12-01,1050.0,977.0
Alabama,2018,49,2018-12-08,1043.0,962.0
Alabama,2018,50,2018-12-15,1053.0,982.0
Alabama,2018,51,2018-12-22,1103.0,1029.0
Alabama,2018,52,2018-12-29,1084.0,988.0
Alabama,2019,1,2019-01-05,1077.0,993.0
Alabama,2019,2,2019-01-12,1090.0,994.0
Alabama,2019,3,2019-01-19,1114.0,1042.0
Alabama,2019,4,2019-01-26,1063.0,994.0
Alabama,2019,5,2019-02-02,1095.0,1026.0
Alabama,2019,6,2019-02-09,1092.0,1005.0
Alabama,2019,7,2019-02-16,1103.0,1017.0
Alabama,2019,8,2019-02-23,1064.0,992.0
Alabama,2019,9,2019-03-02,1050.0,966.0
Alabama,2019,10,2019-03-09,1061.0,963.0
Alabama,2019,11,2019-03-16,1090.0,1015.0
Alabama,2019,12,2019-03-23,1012.0,938.0
Alabama,2019,13,2019-03-30,1078.0,998.0
Alabama,2019,14,2019-04-06,1044.0,960.0
Alabama,2019,15,2019-04-13,1031.0,932.0
Alabama,2019,16,2019-04-20,956.0,898.0
Alabama,2019,17,2019-04-27,1042.0,982.0
Alabama,2019,18,2019-05-04,1031.0,942.0
Alabama,2019,19,2019-05-11,1009.0,920.0
Alabama,2019,20,2019-05-18,996.0,907.0
Alabama,2019,21,2019-05-25,973.0,916.0
Alabama,2019,22,2019-06-01,1027.0,928.0
Alabama,2019,23,2019-06-08,1029.0,924.0
Alabama,2019,24,2019-06-15,986.0,896.0
Alabama,2019,25,2019-06-22,989.0,905.0
Alabama,2019,26,2019-06-29,940.0,873.0
Alabama,2019,27,2019-07-06,1028.0,926.0
Alabama,2019,28,2019-07-13,1018.0,945.0
Alabama,2019,29,2019-07-20,962.0,871.0
Alabama,2019,30,2019-07-27,980.0,895.0
Alabama,2019,31,2019-08-03,983.0,906.0
Alabama,2019,32,2019-08-10,998.0,924.0
Alabama,2019,33,2019-08-17,977.0,903.0
Alabama,2019,34,2019-08-24,939.0,869.0
Alabama,2019,35,2019-08-31,975.0,894.0
Alabama,2019,36,2019-09-07,1009.0,924.0
Alabama,2019,37,2019-09-14,999.0,925.0
Alabama,2019,38,2019-09-21,883.0,801.0
Alabama,2019,39,2019-09-28,987.0,905.0
Alabama,2019,40,2019-10-05,958.0,870.0
Alabama,2019,41,2019-10-12,908.0,830.0
Alabama,2019,42,2019-10-19,1010.0,935.0
Alabama,2019,43,2019-10-26,978.0,883.0
Alabama,2019,44,2019-11-02,937.0,859.0
Alabama,2019,45,2019-11-09,1041.0,964.0
Alabama,2019,46,2019-11-16,1072.0,1002.0
Alabama,2019,47,2019-11-23,1044.0,978.0
Alabama,2019,48,2019-11-30,1038.0,949.0
Alabama,2019,49,2019-12-07,1072.0,997.0
Alabama,2019,50,2019-12-14,1081.0,997.0
Alabama,2019,51,2019-12-21,1103.0,1018.0
Alabama,2019,52,2019-12-28,1035.0,949.0
Alaska,2014,1,2014-01-04,86.0,73.0
Alaska,2014,2,2014-01-11,85.0,75.0
Alaska,2014,3,2014-01-18,80.0,72.0
Alaska,2014,4,2014-01-25,83.0,72.0
Alaska,2014,5,2014-02-01,57.0,47.0
Alaska,2014,6,2014-02-08,70.0,59.0
Alaska,2014,7,2014-02-15,73.0,63.0
Alaska,2014,8,2014-02-22,83.0,72.0
Alaska,2014,9,2014-03-01,56.0,50.0
Alaska,2014,10,2014-03-08,63.0,58.0
Alaska,2014,11,2014-03-15,71.0,55.0
Alaska,2014,12,2014-03-22,68.0,56.0
Alaska,2014,13,2014-03-29,80.0,72.0
Alaska,2014,14,2014-04-05,71.0,56.0
Alaska,2014,15,2014-04-12,71.0,61.0
Alaska,2014,16,2014-04-19,66.0,57.0
Alaska,2014,17,2014-04-26,65.0,58.0
Alaska,2014,18,2014-05-03,71.0,54.0
Alaska,2014,19,2014-05-10,79.0,63.0
Alaska,2014,20,2014-05-17,68.0,53.0
Alaska,2014,21,2014-05-24,77.0,70.0
Alaska,2014,22,2014-05-31,69.0,61.0
Alaska,2014,23,2014-06-07,66.0,57.0
Alaska,2014,24,2014-06-14,75.0,64.0
Alaska,2014,25,2014-06-21,72.0,61.0
Alaska,2014,26,2014-06-28,101.0,86.0
Alaska,2014,27,2014-07-05,82.0,67.0
Alaska,2014,28,2014-07-12,75.0,62.0
Alaska,2014,29,2014-07-19,79.0,62.0
Alaska,2014,30,2014-07-26,83.0,77.0
Alaska,2014,31,2014-08-02,80.0,71.0
Alaska,2014,32,2014-08-09,70.0,64.0
Alaska,2014,33,2014-08-16,70.0,61.0
Alaska,2014,34,2014-08-23,88.0,72.0
Alaska,2014,35,2014-08-30,74.0,62.0
Alaska,2014,36,2014-09-06,72.0,60.0
Alaska,2014,37,2014-09-13,93.0,81.0
Alaska,2014,38,2014-09-20,68.0,50.0
Alaska,2014,39,2014-09-27,75.0,65.0
Alaska,2014,40,2014-10-04,75.0,59.0
Alaska,2014,41,2014-10-11,90.0,67.0
Alaska,2014,42,2014-10-18,76.0,62.0
Alaska,2014,43,2014-10-25,86.0,74.0
Alaska,2014,44,2014-11-01,85.0,72.0
Alaska,2014,45,2014-11-08,80.0,66.0
Alaska,2014,46,2014-11-15,88.0,70.0
Alaska,2014,47,2014-11-22,81.0,64.0
Alaska,2014,48,2014-11-29,88.0,78.0
Alaska,2014,49,2014-12-06,87.0,74.0
Alaska,2014,50,2014-12-13,81.0,69.0
Alaska,2014,51,2014-12-20,85.0,74.0
Alaska,2014,52,2014-12-27,82.0,66.0
Alaska,2014,53,2015-01-03,82.0,68.0
Alaska,2015,1,2015-01-10,75.0,62.0
Alaska,2015,2,2015-01-17,80.0,76.0
Alaska,2015,3,2015-01-24,84.0,73.0
Alaska,2015,4,2015-01-31,84.0,70.0
Alaska,2015,5,2015-02-07,85.0,70.0
Alaska,2015,6,2015-02-14,81.0,69.0
Alaska,2015,7,2015-02-21,75.0,62.0
Alaska,2015,8,2015-02-28,89.0,77.0
Alaska,2015,9,2015-03-07,73.0,57.0
Alaska,2015,10,2015-03-14,78.0,65.0
Alaska,2015,11,2015-03-21,65.0,50.0
Alaska,2015,12,2015-03-28,81.0,71.0
Alaska,2015,13,2015-04-04,80.0,63.0
Alaska,2015,14,2015-04-11,71.0,55.0
Alaska,2015,15,2015-04-18,80.0,63.0
Alaska,2015,16,2015-04-25,69.0,59.0
Alaska,2015,17,2015-05-02,81.0,69.0
Alaska,2015,18,2015-05-09,72.0,56.0
Alaska,2015,19,2015-05-16,122.0,105.0
Alaska,2015,20,2015-05-23,80.0,68.0
Alaska,2015,21,2015-05-30,80.0,64.0
Alaska,2015,22,2015-06-06,78.0,67.0
Alaska,2015,23,2015-06-13,77.0,67.0
Alaska,2015,24,2015-06-20,77.0,62.0
Alaska,2015,25,2015-06-27,93.0,72.0
Alaska,2015,26,2015-07-04,76.0,66.0
Alaska,2015,27,2015-07-11,80.0,65.0
Alaska,2015,28,2015-07-18,84.0,68.0
Alaska,2015,29,2015-07-25,98.0,80.0
Alaska,2015,30,2015-08-01,68.0,56.0
Alaska,2015,31,2015-08-08,69.0,58.0
Alaska,2015,32,2015-08-15,59.0,52.0
Alaska,2015,33,2015-08-22,79.0,65.0
Alaska,2015,34,2015-08-29,98.0,78.0
Alaska,2015,35,2015-09-05,83.0,71.0
Alaska,2015,36,2015-09-12,100.0,84.0
Alaska,2015,37,2015-09-19,78.0,62.0
Alaska,2015,38,2015-09-26,72.0,63.0
Alaska,2015,39,2015-10-03,74.0,63.0
Alaska,2015,40,2015-10-10,91.0,73.0
Alaska,2015,41,2015-10-17,93.0,78.0
Alaska,2015,42,2015-10-24,75.0,65.0
Alaska,2015,43,2015-10-31,67.0,55.0
Alaska,2015,44,2015-11-07,78.0,65.0
Alaska,2015,45,2015-11-14,70.0,59.0
Alaska,2015,46,2015-11-21,83.0,69.0
Alaska,2015,47,2015-11-28,84.0,66.0
Alaska,2015,48,2015-12-05,77.0,62.0
Alaska,2015,49,2015-12-12,75.0,61.0
Alaska,2015,50,2015-12-19,72.0,60.0
Alaska,2015,51,2015-12-26,80.0,68.0
Alaska,2015,52,2016-01-02,97.0,83.0
Alaska,2016,1,2016-01-09,81.0,66.0
Alaska,2016,2,2016-01-16,79.0,62.0
Alaska,2016,3,2016-01-23,81.0,68.0
Alaska,2016,4,2016-01-30,98.0,83.0
Alaska,2016,5,2016-02-06,77.0,65.0
Alaska,2016,6,2016-02-13,91.0,72.0
Alaska,2016,7,2016-02-20,74.0,63.0
Alaska,2016,8,2016-02-27,57.0,45.0
Alaska,2016,9,2016-03-05,85.0,77.0
Alaska,2016,10,2016-03-12,85.0,73.0
Alaska,2016,11,2016-03-19,82.0,74.0
Alaska,2016,12,2016-03-26,80.0,71.0
Alaska,2016,13,2016-04-02,81.0,66.0
Alaska,2016,14,2016-04-09,77.0,61.0
Alaska,2016,15,2016-04-16,87.0,71.0
Alaska,2016,16,2016-04-23,84.0,63.0
Alaska,2016,17,2016-04-30,81.0,71.0
Alaska,2016,18,2016-05-07,73.0,62.0
Alaska,2016,19,2016-05-14,85.0,75.0
Alaska,2016,20,2016-05-21,102.0,89.0
Alaska,2016,21,2016-05-28,61.0,48.0
Alaska,2016,22,2016-06-04,105.0,84.0
Alaska,2016,23,2016-06-11,86.0,73.0
Alaska,2016,24,2016-06-18,82.0,66.0
Alaska,2016,25,2016-06-25,70.0,62.0
Alaska,2016,26,2016-07-02,87.0,71.0
Alaska,2016,27,2016-07-09,85.0,64.0
Alaska,2016,28,2016-07-16,93.0,75.0
Alaska,2016,29,2016-07-23,81.0,66.0
Alaska,2016,30,2016-07-30,88.0,68.0
Alaska,2016,31,2016-08-06,89.0,74.0
Alaska,2016,32,2016-08-13,78.0,65.0
Alaska,2016,33,2016-08-20,60.0,56.0
Alaska,2016,34,2016-08-27,70.0,60.0
Alaska,2016,35,2016-09-03,82.0,64.0
Alaska,2016,36,2016-09-10,85.0,69.0
Alaska,2016,37,2016-09-17,91.0,76.0
Alaska,2016,38,2016-09-24,62.0,52.0
Alaska,2016,39,2016-10-01,80.0,66.0
Alaska,2016,40,2016-10-08,89.0,79.0
Alaska,2016,41,2016-10-15,90.0,82.0
Alaska,2016,42,2016-10-22,99.0,89.0
Alaska,2016,43,2016-10-29,84.0,64.0
Alaska,2016,44,2016-11-05,68.0,55.0
Alaska,2016,45,2016-11-12,91.0,81.0
Alaska,2016,46,2016-11-19,76.0,60.0
Alaska,2016,47,2016-11-26,75.0,55.0
Alaska,2016,48,2016-12-03,88.0,73.0
Alaska,2016,49,2016-12-10,105.0,80.0
Alaska,2016,50,2016-12-17,84.0,67.0
Alaska,2016,51,2016-12-24,98.0,83.0
Alaska,2016,52,2016-12-31,83.0,72.0
Alaska,2017,1,2017-01-07,104.0,89.0
Alaska,2017,2,2017-01-14,87.0,78.0
Alaska,2017,3,2017-01-21,93.0,72.0
Alaska,2017,4,2017-01-28,80.0,61.0
Alaska,2017,5,2017-02-04,87.0,70.0
Alaska,2017,6,2017-02-11,63.0,56.0
Alaska,2017,7,2017-02-18,80.0,66.0
Alaska,2017,8,2017-02-25,73.0,62.0
Alaska,2017,9,2017-03-04,66.0,50.0
Alaska,2017,10,2017-03-11,74.0,67.0
Alaska,2017,11,2017-03-18,84.0,75.0
Alaska,2017,12,2017-03-25,92.0,85.0
Alaska,2017,13,2017-04-01,89.0,79.0
Alaska,2017,14,2017-04-08,78.0,66.0
Alaska,2017,15,2017-04-15,88.0,72.0
Alaska,2017,16,2017-04-22,58.0,52.0
Alaska,2017,17,2017-04-29,80.0,65.0
Alaska,2017,18,2017-05-06,73.0,56.0
Alaska,2017,19,2017-05-13,76.0,64.0
Alaska,2017,20,2017-05-20,68.0,53.0
Alaska,2017,21,2017-05-27,76.0,58.0
Alaska,2017,22,2017-06-03,77.0,69.0
Alaska,2017,23,2017-06-10,84.0,70.0
Alaska,2017,24,2017-06-17,88.0,73.0
Alaska,2017,25,2017-06-24,80.0,60.0
Alaska,2017,26,2017-07-01,78.0,69.0
Alaska,2017,27,2017-07-08,82.0,63.0
Alaska,2017,28,2017-07-15,70.0,57.0
Alaska,2017,29,2017-07-22,81.0,65.0
Alaska,2017,30,2017-07-29,77.0,64.0
Alaska,2017,31,2017-08-05,64.0,50.0
Alaska,2017,32,2017-08-12,68.0,52.0
Alaska,2017,33,2017-08-19,88.0,68.0
Alaska,2017,34,2017-08-26,87.0,66.0
Alaska,2017,35,2017-09-02,77.0,67.0
Alaska,2017,36,2017-09-09,86.0,71.0
Alaska,2017,37,2017-09-16,82.0,56.0
Alaska,2017,38,2017-09-23,89.0,68.0
Alaska,2017,39,2017-09-30,115.0,102.0
Alaska,2017,40,2017-10-07,81.0,65.0
Alaska,2017,41,2017-10-14,79.0,66.0
Alaska,2017,42,2017-10-21,85.0,68.0
Alaska,2017,43,2017-10-28,101.0,84.0
Alaska,2017,44,2017-11-04,76.0,63.0
Alaska,2017,45,2017-11-11,89.0,78.0
Alaska,2017,46,2017-11-18,85.0,73.0
Alaska,2017,47,2017-11-25,75.0,63.0
Alaska,2017,48,2017-12-02,94.0,73.0
Alaska,2017,49,2017-12-09,76.0,63.0
Alaska,2017,50,2017-12-16,96.0,78.0
Alaska,2017,51,2017-12-23,90.0,80.0
Alaska,2017,52,2017-12-30,86.0,73.0
Alaska,2018,1,2018-01-06,72.0,61.0
Alaska,2018,2,2018-01-13,100.0,82.0
Alaska,2018,3,2018-01-20,94.0,78.0
Alaska,2018,4,2018-01-27,79.0,70.0
Alaska,2018,5,2018-02-03,82.0,67.0
Alaska,2018,6,2018-02-10,65.0,58.0
Alaska,2018,7,2018-02-17,83.0,74.0
Alaska,2018,8,2018-02-24,94.0,76.0
Alaska,2018,9,2018-03-03,90.0,76.0
Alaska,2018,10,2018-03-10,90.0,75.0
Alaska,2018,11,2018-03-17,68.0,55.0
Alaska,2018,12,2018-03-24,76.0,67.0
Alaska,2018,13,2018-03-31,78.0,66.0
Alaska,2018,14,2018-04-07,92.0,83.0
Alaska,2018,15,2018-04-14,90.0,75.0
Alaska,2018,16,2018-04-21,98.0,83.0
Alaska,2018,17,2018-04-28,77.0,64.0
Alaska,2018,18,2018-05-05,93.0,84.0
Alaska,2018,19,2018-05-12,71.0,58.0
Alaska,2018,20,2018-05-19,70.0,61.0
Alaska,2018,21,2018-05-26,72.0,62.0
Alaska,2018,22,2018-06-02,63.0,58.0
Alaska,2018,23,2018-06-09,78.0,64.0
Alaska,2018,24,2018-06-16,82.0,66.0
Alaska,2018,25,2018-06-23,78.0,61.0
Alaska,2018,26,2018-06-30,66.0,55.0
Alaska,2018,27,2018-07-07,88.0,70.0
Alaska,2018,28,2018-07-14,103.0,89.0
Alaska,2018,29,2018-07-21,71.0,53.0
Alaska,2018,30,2018-07-28,76.0,64.0
Alaska,2018,31,2018-08-04,83.0,70.0
Alaska,2018,32,2018-08-11,82.0,69.0
Alaska,2018,33,2018-08-18,87.0,73.0
Alaska,2018,34,2018-08-25,92.0,80.0
Alaska,2018,35,2018-09-01,80.0,66.0
Alaska,2018,36,2018-09-08,86.0,75.0
Alaska,2018,37,2018-09-15,65.0,54.0
Alaska,2018,38,2018-09-22,83.0,68.0
Alaska,2018,39,2018-09-29,81.0,71.0
Alaska,2018,40,2018-10-06,89.0,69.0
Alaska,2018,41,2018-10-13,82.0,70.0
Alaska,2018,42,2018-10-20,79.0,65.0
Alaska,2018,43,2018-10-27,89.0,74.0
Alaska,2018,44,2018-11-03,67.0,56.0
Alaska,2018,45,2018-11-10,92.0,72.0
Alaska,2018,46,2018-11-17,82.0,66.0
Alaska,2018,47,2018-11-24,94.0,82.0
Alaska,2018,48,2018-12-01,89.0,81.0
Alaska,2018,49,2018-12-08,75.0,65.0
Alaska,2018,50,2018-12-15,110.0,96.0
Alaska,2018,51,2018-12-22,95.0,76.0
Alaska,2018,52,2018-12-29,68.0,61.0
Alaska,2019,1,2019-01-05,93.0,82.0
Alaska,2019,2,2019-01-12,87.0,72.0
Alaska,2019,3,2019-01-19,94.0,78.0
Alaska,2019,4,2019-01-26,88.0,75.0
Alaska,2019,5,2019-02-02,99.0,73.0
Alaska,2019,6,2019-02-09,96.0,88.0
Alaska,2019,7,2019-02-16,99.0,80.0
Alaska,2019,8,2019-02-23,76.0,61.0
Alaska,2019,9,2019-03-02,94.0,77.0
Alaska,2019,10,2019-03-09,94.0,78.0
Alaska,2019,11,2019-03-16,100.0,81.0
Alaska,2019,12,2019-03-23,71.0,63.0
Alaska,2019,13,2019-03-30,90.0,71.0
Alaska,2019,14,2019-04-06,90.0,61.0
Alaska,2019,15,2019-04-13,81.0,72.0
Alaska,2019,16,2019-04-20,78.0,64.0
Alaska,2019,17,2019-04-27,79.0,67.0
Alaska,2019,18,2019-05-04,99.0,82.0
Alaska,2019,19,2019-05-11,86.0,73.0
Alaska,2019,20,2019-05-18,89.0,73.0
Alaska,2019,21,2019-05-25,82.0,63.0
Alaska,2019,22,2019-06-01,77.0,64.0
Alaska,2019,23,2019-06-08,93.0,70.0
Alaska,2019,24,2019-06-15,74.0,62.0
Alaska,2019,25,2019-06-22,96.0,83.0
Alaska,2019,26,2019-06-29,87.0,73.0
Alaska,2019,27,2019-07-06,78.0,68.0
Alaska,2019,28,2019-07-13,89.0,71.0
Alaska,2019,29,2019-07-20,74.0,60.0
Alaska,2019,30,2019-07-27,58.0,46.0
Alaska,2019,31,2019-08-03,69.0,57.0
Alaska,2019,32,2019-08-10,86.0,71.0
Alaska,2019,33,2019-08-17,94.0,79.0
Alaska,2019,34,2019-08-24,72.0,62.0
Alaska,2019,35,2019-08-31,82.0,65.0
Alaska,2019,36,2019-09-07,71.0,63.0
Alaska,2019,37,2019-09-14,91.0,72.0
Alaska,2019,38,2019-09-21,94.0,81.0
Alaska,2019,39,2019-09-28,82.0,68.0
Alaska,2019,40,2019-10-05,93.0,77.0
Alaska,2019,41,2019-10-12,91.0,75.0
Alaska,2019,42,2019-10-19,94.0,74.0
Alaska,2019,43,2019-10-26,67.0,54.0
Alaska,2019,44,2019-11-02,81.0,62.0
Alaska,2019,45,2019-11-09,89.0,70.0
Alaska,2019,46,2019-11-16,90.0,72.0
Alaska,2019,47,2019-11-23,92.0,82.0
Alaska,2019,48,2019-11-30,103.0,89.0
Alaska,2019,49,2019-12-07,93.0,78.0
Alaska,2019,50,2019-12-14,94.0,80.0
Alaska,2019,51,2019-12-21,84.0,69.0
Alaska,2019,52,2019-12-28,100.0,89.0
Arizona,2014,1,2014-01-04,1021.0,911.0
Arizona,2014,2,2014-01-11,1075.0,990.0
Arizona,2014,3,2014-01-18,1143.0,1045.0
Arizona,2014,4,2014-01-25,1163.0,1062.0
Arizona,2014,5,2014-02-01,1123.0,1031.0
Arizona,2014,6,2014-02-08,1145.0,1040.0
Arizona,2014,7,2014-02-15,1064.0,970.0
Arizona,2014,8,2014-02-22,1085.0,971.0
Arizona,2014,9,2014-03-01,1069.0,985.0
Arizona,2014,10,2014-03-08,970.0,883.0
Arizona,2014,11,2014-03-15,1038.0,927.0
Arizona,2014,12,2014-03-22,1013.0,918.0
Arizona,2014,13,2014-03-29,1040.0,935.0
Arizona,2014,14,2014-04-05,993.0,883.0
Arizona,2014,15,2014-04-12,1036.0,950.0
Arizona,2014,16,2014-04-19,1073.0,967.0
Arizona,2014,17,2014-04-26,996.0,902.0
Arizona,2014,18,2014-05-03,1036.0,935.0
Arizona,2014,19,2014-05-10,1000.0,905.0
Arizona,2014,20,2014-05-17,967.0,862.0
Arizona,2014,21,2014-05-24,970.0,877.0
Arizona,2014,22,2014-05-31,963.0,868.0
Arizona,2014,23,2014-06-07,992.0,893.0
Arizona,2014,24,2014-06-14,962.0,870.0
Arizona,2014,25,2014-06-21,917.0,825.0
Arizona,2014,26,2014-06-28,940.0,838.0
Arizona,2014,27,2014-07-05,927.0,808.0
Arizona,2014,28,2014-07-12,926.0,824.0
Arizona,2014,29,2014-07-19,908.0,817.0
Arizona,2014,30,2014-07-26,944.0,849.0
Arizona,2014,31,2014-08-02,969.0,865.0
Arizona,2014,32,2014-08-09,932.0,843.0
Arizona,2014,33,2014-08-16,907.0,806.0
Arizona,2014,34,2014-08-23,892.0,788.0
Arizona,2014,35,2014-08-30,940.0,840.0
Arizona,2014,36,2014-09-06,946.0,839.0
Arizona,2014,37,2014-09-13,890.0,779.0
Arizona,2014,38,2014-09-20,976.0,877.0
Arizona,2014,39,2014-09-27,920.0,826.0
Arizona,2014,40,2014-10-04,969.0,890.0
Arizona,2014,41,2014-10-11,965.0,871.0
Arizona,2014,42,2014-10-18,955.0,850.0
Arizona,2014,43,2014-10-25,944.0,847.0
Arizona,2014,44,2014-11-01,928.0,836.0
Arizona,2014,45,2014-11-08,975.0,870.0
Arizona,2014,46,2014-11-15,1004.0,914.0
Arizona,2014,47,2014-11-22,1006.0,916.0
Arizona,2014,48,2014-11-29,1021.0,908.0
Arizona,2014,49,2014-12-06,1044.0,964.0
Arizona,2014,50,2014-12-13,950.0,855.0
Arizona,2014,51,2014-12-20,982.0,891.0
Arizona,2014,52,2014-12-27,1032.0,929.0
Arizona,2014,53,2015-01-03,1115.0,1012.0
Arizona,2015,1,2015-01-10,1133.0,1045.0
Arizona,2015,2,2015-01-17,1182.0,1091.0
Arizona,2015,3,2015-01-24,1077.0,984.0
Arizona,2015,4,2015-01-31,1271.0,1171.0
Arizona,2015,5,2015-02-07,1133.0,1046.0
Arizona,2015,6,2015-02-14,1099.0,1002.0
Arizona,2015,7,2015-02-21,1112.0,1002.0
Arizona,2015,8,2015-02-28,1062.0,964.0
Arizona,2015,9,2015-03-07,1127.0,1016.0
Arizona,2015,10,2015-03-14,1160.0,1044.0
Arizona,2015,11,2015-03-21,1114.0,1009.0
Arizona,2015,12,2015-03-28,1103.0,996.0
Arizona,2015,13,2015-04-04,1045.0,950.0
Arizona,2015,14,2015-04-11,1054.0,972.0
Arizona,2015,15,2015-04-18,1128.0,1011.0
Arizona,2015,16,2015-04-25,1096.0,1000.0
Arizona,2015,17,2015-05-02,1060.0,961.0
Arizona,2015,18,2015-05-09,1008.0,909.0
Arizona,2015,19,2015-05-16,1022.0,905.0
Arizona,2015,20,2015-05-23,1030.0,918.0
Arizona,2015,21,2015-05-30,1003.0,914.0
Arizona,2015,22,2015-06-06,1038.0,944.0
Arizona,2015,23,2015-06-13,1037.0,916.0
Arizona,2015,24,2015-06-20,964.0,859.0
Arizona,2015,25,2015-06-27,1039.0,938.0
Arizona,2015,26,2015-07-04,1023.0,919.0
Arizona,2015,27,2015-07-11,987.0,886.0
Arizona,2015,28,2015-07-18,942.0,843.0
Arizona,2015,29,2015-07-25,907.0,815.0
Arizona,2015,30,2015-08-01,1002.0,900.0
Arizona,2015,31,2015-08-08,950.0,825.0
Arizona,2015,32,2015-08-15,930.0,814.0
Arizona,2015,33,2015-08-22,1040.0,918.0
Arizona,2015,34,2015-08-29,949.0,843.0
Arizona,2015,35,2015-09-05,940.0,835.0
Arizona,2015,36,2015-09-12,936.0,834.0
Arizona,2015,37,2015-09-19,969.0,882.0
Arizona,2015,38,2015-09-26,1058.0,937.0
Arizona,2015,39,2015-10-03,920.0,841.0
Arizona,2015,40,2015-10-10,1001.0,889.0
Arizona,2015,41,2015-10-17,960.0,850.0
Arizona,2015,42,2015-10-24,939.0,849.0
Arizona,2015,43,2015-10-31,974.0,874.0
Arizona,2015,44,2015-11-07,985.0,889.0
Arizona,2015,45,2015-11-14,1156.0,1034.0
Arizona,2015,46,2015-11-21,1096.0,985.0
Arizona,2015,47,2015-11-28,1055.0,948.0
Arizona,2015,48,2015-12-05,1074.0,966.0
Arizona,2015,49,2015-12-12,1155.0,1047.0
Arizona,2015,50,2015-12-19,1138.0,1037.0
Arizona,2015,51,2015-12-26,1092.0,995.0
Arizona,2015,52,2016-01-02,1107.0,996.0
Arizona,2016,1,2016-01-09,1141.0,1039.0
Arizona,2016,2,2016-01-16,1188.0,1063.0
Arizona,2016,3,2016-01-23,1190.0,1086.0
Arizona,2016,4,2016-01-30,1211.0,1094.0
Arizona,2016,5,2016-02-06,1200.0,1094.0
Arizona,2016,6,2016-02-13,1268.0,1155.0
Arizona,2016,7,2016-02-20,1300.0,1178.0
Arizona,2016,8,2016-02-27,1278.0,1150.0
Arizona,2016,9,2016-03-05,1233.0,1108.0
Arizona,2016,10,2016-03-12,1282.0,1149.0
Arizona,2016,11,2016-03-19,1310.0,1191.0
Arizona,2016,12,2016-03-26,1199.0,1072.0
Arizona,2016,13,2016-04-02,1182.0,1071.0
Arizona,2016,14,2016-04-09,1133.0,1009.0
Arizona,2016,15,2016-04-16,1092.0,968.0
Arizona,2016,16,2016-04-23,1103.0,1008.0
Arizona,2016,17,2016-04-30,1076.0,960.0
Arizona,2016,18,2016-05-07,1032.0,930.0
Arizona,2016,19,2016-05-14,1057.0,957.0
Arizona,2016,20,2016-05-21,1091.0,964.0
Arizona,2016,21,2016-05-28,990.0,896.0
Arizona,2016,22,2016-06-04,1051.0,942.0
Arizona,2016,23,2016-06-11,1077.0,954.0
Arizona,2016,24,2016-06-18,992.0,865.0
Arizona,2016,25,2016-06-25,1049.0,930.0
Arizona,2016,26,2016-07-02,1058.0,904.0
Arizona,2016,27,2016-07-09,1009.0,890.0
Arizona,2016,28,2016-07-16,979.0,856.0
Arizona,2016,29,2016-07-23,1010.0,883.0
Arizona,2016,30,2016-07-30,1082.0,933.0
Arizona,2016,31,2016-08-06,981.0,866.0
Arizona,2016,32,2016-08-13,1000.0,883.0
Arizona,2016,33,2016-08-20,1012.0,891.0
Arizona,2016,34,2016-08-27,992.0,885.0
Arizona,2016,35,2016-09-03,1014.0,917.0
Arizona,2016,36,2016-09-10,992.0,878.0
Arizona,2016,37,2016-09-17,922.0,832.0
Arizona,2016,38,2016-09-24,1028.0,907.0
Arizona,2016,39,2016-10-01,989.0,885.0
Arizona,2016,40,2016-10-08,968.0,857.0
Arizona,2016,41,2016-10-15,1024.0,922.0
Arizona,2016,42,2016-10-22,1043.0,925.0
Arizona,2016,43,2016-10-29,1003.0,882.0
Arizona,2016,44,2016-11-05,1056.0,973.0
Arizona,2016,45,2016-11-12,1052.0,937.0
Arizona,2016,46,2016-11-19,1037.0,934.0
Arizona,2016,47,2016-11-26,1092.0,975.0
Arizona,2016,48,2016-12-03,1104.0,989.0
Arizona,2016,49,2016-12-10,1103.0,1017.0
